402,402,Andy's Hotel,Y,Y,N
403,403,Daisy's Hotel,N,N,Y
404,404,Nigel's Hotel,N,Y,Y
405,405,Stacie's Hotel,Y,N,Y
406,406,Grace's Hotel,Y,N,N
407,407,Beatrice's Hotel,N,N,N
408,408,Barbara's Hotel,N,N,N
409,409,Billie's Hotel,N,N,Y
410,410,Vicente's Hotel,Y,N,Y
411,411,William's Hotel,N,Y,N
412,412,Leah's Hotel,Y,Y,N
413,413,Ann's Hotel,Y,Y,N
414,414,Kenneth's Hotel,N,Y,N
415,415,Patricia's Hotel,Y,Y,Y
416,416,Brenda's Hotel,N,N,N
417,417,Jessica's Hotel,N,Y,N
418,418,Frank's Hotel,N,Y,N
419,419,Gail's Hotel,N,Y,N
420,420,Rafael's Hotel,N,N,N
421,421,Ramona's Hotel,Y,Y,Y
422,422,Jane's Hotel,N,Y,N
423,423,Pansy's Hotel,Y,Y,N
424,424,Steve's Hotel,Y,N,Y
425,425,Marcus's Hotel,Y,Y,Y
426,426,Robert's Hotel,N,Y,N
427,427,Edward's Hotel,N,Y,N
428,428,Lori's Hotel,Y,N,Y
429,429,John's Hotel,Y,Y,N
430,430,Sheryl's Hotel,Y,Y,N
431,431,Daniel's Hotel,N,N,N
432,432,David's Hotel,Y,N,Y
433,433,Joseph's Hotel,N,Y,N
434,434,Jonathan's Hotel,N,Y,Y
435,435,Kyle's Hotel,N,Y,N
436,436,Rocco's Hotel,N,Y,N
437,437,Robert's Hotel,Y,Y,N
438,438,Monique's Hotel,Y,N,N
439,439,Joy's Hotel,Y,Y,N
440,440,Norman's Hotel,N,N,N
441,441,Rigoberto's Hotel,Y,N,Y
442,442,Arthur's Hotel,N,N,Y
443,443,Steven's Hotel,Y,N,N
444,444,Julie's Hotel,Y,Y,N
445,445,Linda's Hotel,Y,Y,N
446,446,Mary's Hotel,N,Y,N
447,447,Charles's Hotel,Y,Y,N
448,448,Abraham's Hotel,N,Y,Y
449,449,Cynthia's Hotel,N,Y,Y
450,450,Mary's Hotel,Y,N,N
451,451,Valencia's Hotel,N,N,N
452,452,Rosa's Hotel,Y,N,N
453,453,Julie's Hotel,Y,Y,N
454,454,Robert's Hotel,Y,N,N
455,455,Jana's Hotel,N,Y,Y
456,456,Anne's Hotel,Y,N,Y
457,457,Rita's Hotel,Y,Y,Y
458,458,Christopher's Hotel,Y,N,Y
459,459,Shirley's Hotel,Y,N,N
460,460,Lois's Hotel,N,Y,Y
461,461,Polly's Hotel,N,N,N
462,462,Anjanette's Hotel,N,N,N
463,463,Ralph's Hotel,N,N,N
464,464,Sandra's Hotel,Y,Y,N
465,465,Doris's Hotel,N,Y,N
466,466,Lilly's Hotel,N,N,Y
467,467,Steven's Hotel,N,N,Y
468,468,Susan's Hotel,N,Y,N
469,469,Gary's Hotel,N,N,N
470,470,Roger's Hotel,N,Y,N
471,471,George's Hotel,N,N,Y
472,472,Dan's Hotel,Y,Y,Y
473,473,Frances's Hotel,Y,N,N
474,474,Neil's Hotel,N,N,N
475,475,Rod's Hotel,Y,Y,N
476,476,Douglas's Hotel,N,N,Y
477,477,Jamie's Hotel,Y,N,Y
478,478,Cindy's Hotel,Y,N,Y
479,479,Katherine's Hotel,Y,Y,N
480,480,Daniel's Hotel,Y,N,N
481,481,Michael's Hotel,N,N,Y
482,482,Anthony's Hotel,Y,N,Y
483,483,Jesse's Hotel,Y,N,N
484,484,Alicia's Hotel,N,N,Y
485,485,William's Hotel,Y,N,N
486,486,Lori's Hotel,N,N,N
487,487,Susan's Hotel,Y,Y,Y
488,488,Jeannette's Hotel,Y,N,Y
489,489,Jan's Hotel,Y,Y,N
490,490,Kevin's Hotel,N,Y,N
491,491,Lawanda's Hotel,N,Y,N
492,492,Rebecca's Hotel,N,Y,N
493,493,Gary's Hotel,Y,Y,N
494,494,Andrea's Hotel,Y,Y,Y
495,495,Erma's Hotel,Y,Y,Y
496,496,Robert's Hotel,N,Y,N
497,497,Caleb's Hotel,N,Y,N
498,498,Samuel's Hotel,Y,Y,Y
499,499,Edward's Hotel,N,Y,Y
500,500,Jose's Hotel,N,Y,Y
501,501,Donna's Hotel,N,Y,Y
502,502,Carl's Hotel,Y,Y,Y
503,503,Bobby's Hotel,N,N,Y
504,504,Gloria's Hotel,N,Y,N
505,505,David's Hotel,N,N,Y
506,506,Sharon's Hotel,N,Y,N
507,507,Barry's Hotel,N,Y,N
508,508,Bridget's Hotel,N,Y,N
509,509,Melba's Hotel,Y,N,Y
510,510,Cynthia's Hotel,N,Y,Y
511,511,Mitchell's Hotel,N,Y,Y
512,512,Edna's Hotel,N,N,N
513,513,James's Hotel,Y,N,N
514,514,Rita's Hotel,Y,Y,N
515,515,Floyd's Hotel,Y,N,N
516,516,Barbara's Hotel,N,N,Y
517,517,Paul's Hotel,Y,N,Y
518,518,Ryan's Hotel,Y,N,Y
519,519,Phyllis's Hotel,Y,Y,Y
520,520,Edward's Hotel,Y,N,Y
521,521,Shelley's Hotel,Y,Y,N
522,522,Judy's Hotel,Y,Y,N
523,523,Odelia's Hotel,Y,Y,N
524,524,Juan's Hotel,Y,N,Y
525,525,Sara's Hotel,N,Y,N
526,526,Michele's Hotel,Y,N,Y
527,527,Jack's Hotel,N,N,Y
528,528,Carlos's Hotel,N,Y,Y
529,529,Matthew's Hotel,Y,N,N
530,530,Larry's Hotel,N,N,Y
531,531,Stephen's Hotel,Y,Y,N
532,532,Nan's Hotel,N,N,N
533,533,Joseph's Hotel,N,N,Y
534,534,John's Hotel,Y,N,Y
535,535,Cathie's Hotel,N,N,N
536,536,Donald's Hotel,N,Y,N
537,537,Rodrick's Hotel,Y,Y,N
538,538,Rose's Hotel,Y,N,N
539,539,Arlene's Hotel,N,Y,Y
540,540,Judith's Hotel,N,N,Y
541,541,Diane's Hotel,N,N,N
542,542,Steve's Hotel,N,Y,N
543,543,John's Hotel,Y,N,N
544,544,Gerardo's Hotel,Y,N,N
545,545,Joseph's Hotel,Y,N,N
546,546,Ernest's Hotel,Y,Y,N
547,547,Angelique's Hotel,Y,N,N
548,548,Zona's Hotel,N,N,N
549,549,Dorothy's Hotel,N,Y,N
550,550,Juan's Hotel,N,N,Y
551,551,Michael's Hotel,Y,Y,N
552,552,Brenda's Hotel,N,Y,Y
553,553,Ruby's Hotel,N,Y,Y
554,554,Kristi's Hotel,Y,N,N
555,555,Joseph's Hotel,N,N,Y
556,556,Joann's Hotel,N,N,Y
557,557,Manuel's Hotel,Y,N,Y
558,558,George's Hotel,Y,Y,Y
559,559,Dorothy's Hotel,Y,Y,N
560,560,Bert's Hotel,Y,N,N
561,561,Brian's Hotel,Y,Y,N
562,562,Eugene's Hotel,Y,N,N
563,563,Janice's Hotel,Y,N,N
564,564,Wayne's Hotel,Y,Y,N
565,565,Dorothy's Hotel,N,N,N
566,566,Margaret's Hotel,N,N,Y
567,567,Melinda's Hotel,Y,Y,Y
568,568,Mary's Hotel,Y,Y,Y
569,569,Earl's Hotel,Y,Y,N
570,570,Michael's Hotel,Y,N,N
571,571,Thomas's Hotel,N,Y,N
572,572,Hubert's Hotel,Y,Y,N
573,573,Dolores's Hotel,Y,N,N
574,574,Anita's Hotel,N,Y,N
575,575,Margaret's Hotel,Y,N,Y
576,576,Angeles's Hotel,Y,Y,N
577,577,Jill's Hotel,Y,Y,Y
578,578,Kenneth's Hotel,N,Y,Y
579,579,Bryan's Hotel,N,N,Y
580,580,Lois's Hotel,Y,N,Y
581,581,Nancy's Hotel,Y,Y,N
582,582,Gerald's Hotel,Y,Y,Y
583,583,Lilly's Hotel,N,Y,N
584,584,Adriana's Hotel,Y,Y,Y
585,585,Dora's Hotel,N,Y,N
586,586,Wilbur's Hotel,Y,N,Y
587,587,Willie's Hotel,N,Y,Y
588,588,Christina's Hotel,N,Y,Y
589,589,Donald's Hotel,N,Y,Y
590,590,Clyde's Hotel,Y,Y,Y
591,591,John's Hotel,Y,N,N
592,592,Katherine's Hotel,N,Y,N
593,593,Daniel's Hotel,N,Y,Y
594,594,Michelle's Hotel,N,N,Y
595,595,Amanda's Hotel,N,Y,Y
596,596,Jayson's Hotel,N,N,Y
597,597,Ruth's Hotel,Y,N,Y
598,598,Teresa's Hotel,Y,Y,Y
599,599,Maria's Hotel,Y,N,Y
600,600,Ronnie's Hotel,N,N,N
601,601,Viola's Hotel,Y,Y,Y
602,602,Charles's Hotel,N,Y,N
603,603,Jame's Hotel,Y,Y,N
604,604,Hellen's Hotel,Y,N,Y
605,605,Ann's Hotel,N,Y,N
606,606,Jamie's Hotel,Y,N,N
607,607,Gary's Hotel,N,N,N
608,608,Ruth's Hotel,Y,Y,Y
609,609,Victoria's Hotel,Y,Y,N
610,610,Margie's Hotel,N,N,N
611,611,Ricky's Hotel,N,N,Y
612,612,Nancy's Hotel,N,N,N
613,613,Shirley's Hotel,Y,Y,N
614,614,Keith's Hotel,Y,N,N
615,615,Betty's Hotel,N,Y,N
616,616,Amy's Hotel,N,Y,N
617,617,Mary's Hotel,Y,Y,Y
618,618,Sharon's Hotel,N,Y,Y
619,619,Stewart's Hotel,Y,Y,N
620,620,Dolores's Hotel,Y,N,N
621,621,Edith's Hotel,N,N,N
622,622,Rosa's Hotel,Y,N,N
623,623,Paul's Hotel,Y,Y,N
624,624,Marshall's Hotel,Y,Y,Y
625,625,Deandre's Hotel,Y,N,Y
626,626,Daniel's Hotel,Y,N,Y
627,627,Carol's Hotel,N,Y,N
628,628,Malcolm's Hotel,Y,N,Y
629,629,Teresa's Hotel,Y,Y,N
630,630,Traci's Hotel,Y,N,Y
631,631,Marie's Hotel,N,Y,N
632,632,Harris's Hotel,Y,N,Y
633,633,Gerald's Hotel,Y,N,Y
634,634,Laurie's Hotel,Y,N,N
635,635,Grace's Hotel,N,N,N
636,636,Ruth's Hotel,N,Y,N
637,637,Joan's Hotel,Y,N,N
638,638,Alan's Hotel,Y,N,N
639,639,Joseph's Hotel,N,N,N
640,640,Hazel's Hotel,N,Y,N
641,641,Cynthia's Hotel,Y,N,N
642,642,Kristine's Hotel,N,Y,Y
643,643,Jacqueline's Hotel,Y,Y,N
644,644,Drew's Hotel,Y,Y,Y
645,645,Jesse's Hotel,Y,N,N
646,646,Gloria's Hotel,Y,Y,N
647,647,David's Hotel,Y,Y,Y
648,648,Eric's Hotel,N,N,Y
649,649,Mary's Hotel,Y,N,Y
650,650,Alisa's Hotel,N,Y,N
651,651,Hilda's Hotel,N,N,N
652,652,Joseph's Hotel,N,Y,Y
653,653,Ann's Hotel,Y,N,Y
654,654,Rae's Hotel,N,Y,N
655,655,Thomas's Hotel,Y,Y,N
656,656,Janice's Hotel,Y,Y,Y
657,657,John's Hotel,Y,N,N
658,658,Greg's Hotel,N,N,Y
659,659,Daniel's Hotel,Y,N,N
660,660,Justin's Hotel,Y,N,Y
661,661,Arthur's Hotel,N,N,Y
662,662,Wilma's Hotel,N,Y,N
663,663,Carlos's Hotel,Y,Y,N
664,664,Andrea's Hotel,Y,Y,Y
