146,146,Alonzo's Vivienda Universitaria,276,296,388,N
147,147,Anthony's Vivienda Universitaria,172,174,713,Y
148,148,Michael's Vivienda Universitaria,276,373,715,Y
149,149,Cecil's Vivienda Universitaria,490,134,108,Y
150,150,Robert's Vivienda Universitaria,403,372,896,N
151,151,Toni's Vivienda Universitaria,319,177,276,Y
152,152,Winston's Vivienda Universitaria,335,364,289,N
153,153,Donald's Vivienda Universitaria,397,318,470,Y
154,154,Nia's Vivienda Universitaria,190,245,690,Y
155,155,Ella's Vivienda Universitaria,455,480,446,Y
156,156,Willie's Vivienda Universitaria,408,349,177,Y
157,157,Arianna's Vivienda Universitaria,452,191,824,Y
158,158,Christopher's Vivienda Universitaria,274,125,715,N
159,159,Ralph's Vivienda Universitaria,107,267,492,Y
160,160,Edith's Vivienda Universitaria,239,212,873,Y
161,161,Luke's Vivienda Universitaria,478,139,199,N
162,162,Belinda's Vivienda Universitaria,233,364,594,Y
163,163,Molly's Vivienda Universitaria,169,239,224,N
164,164,Roger's Vivienda Universitaria,439,249,159,Y
165,165,Mattie's Vivienda Universitaria,463,433,901,N
166,166,Harold's Vivienda Universitaria,149,315,521,N
167,167,Judy's Vivienda Universitaria,184,190,579,N
168,168,Leonard's Vivienda Universitaria,134,486,335,N
169,169,Carl's Vivienda Universitaria,244,381,664,Y
170,170,Keith's Vivienda Universitaria,494,398,607,N
171,171,Avery's Vivienda Universitaria,307,227,510,N
172,172,Leroy's Vivienda Universitaria,109,283,181,Y
173,173,Larry's Vivienda Universitaria,450,319,517,N
174,174,James's Vivienda Universitaria,190,378,147,N
175,175,Luisa's Vivienda Universitaria,220,247,262,N
176,176,Michael's Vivienda Universitaria,468,485,532,Y
177,177,Greg's Vivienda Universitaria,359,451,260,Y
178,178,Clarence's Vivienda Universitaria,162,302,353,N
179,179,Gina's Vivienda Universitaria,181,358,205,Y
180,180,Christopher's Vivienda Universitaria,273,151,840,N
181,181,David's Vivienda Universitaria,335,280,285,Y
182,182,John's Vivienda Universitaria,380,273,382,Y
183,183,Jack's Vivienda Universitaria,200,311,496,Y
184,184,Christopher's Vivienda Universitaria,169,244,753,N
185,185,John's Vivienda Universitaria,306,456,316,N
186,186,Gloria's Vivienda Universitaria,325,447,887,N
187,187,Douglas's Vivienda Universitaria,363,266,574,Y
188,188,Thomas's Vivienda Universitaria,330,259,721,N
189,189,Joanne's Vivienda Universitaria,415,124,964,N
190,190,James's Vivienda Universitaria,449,133,930,Y
191,191,Latoya's Vivienda Universitaria,195,390,940,Y
192,192,Clara's Vivienda Universitaria,362,253,911,N
193,193,Tim's Vivienda Universitaria,186,229,592,Y
194,194,Annie's Vivienda Universitaria,104,363,680,N
195,195,Wayne's Vivienda Universitaria,383,338,406,Y
196,196,Joan's Vivienda Universitaria,169,230,304,Y
197,197,Sarah's Vivienda Universitaria,197,439,614,Y
198,198,Michael's Vivienda Universitaria,158,241,716,N
199,199,Marion's Vivienda Universitaria,412,164,607,Y
200,200,Jerry's Vivienda Universitaria,203,399,146,Y
201,201,Richard's Vivienda Universitaria,444,308,423,N
202,202,Charles's Vivienda Universitaria,129,337,869,N
203,203,Mark's Vivienda Universitaria,411,401,357,N
204,204,Leah's Vivienda Universitaria,180,365,252,Y
205,205,William's Vivienda Universitaria,475,390,728,N
206,206,Linda's Vivienda Universitaria,279,322,973,Y
207,207,Chris's Vivienda Universitaria,247,451,158,Y
208,208,Tommy's Vivienda Universitaria,430,335,180,Y
209,209,Leonard's Vivienda Universitaria,275,410,379,N
210,210,Tony's Vivienda Universitaria,175,207,126,Y
211,211,Stella's Vivienda Universitaria,490,419,887,Y
212,212,Jerry's Vivienda Universitaria,186,460,481,Y
213,213,Luke's Vivienda Universitaria,286,199,887,N
214,214,Arthur's Vivienda Universitaria,338,190,343,N
215,215,Elizabeth's Vivienda Universitaria,315,251,386,N
216,216,Roger's Vivienda Universitaria,165,274,153,N
217,217,Johnny's Vivienda Universitaria,403,472,541,Y
218,218,Devon's Vivienda Universitaria,495,482,915,Y
219,219,Angela's Vivienda Universitaria,236,315,440,Y
220,220,William's Vivienda Universitaria,366,344,848,N
221,221,Gloria's Vivienda Universitaria,133,370,951,N
222,222,Toni's Vivienda Universitaria,262,488,876,Y
223,223,Barbara's Vivienda Universitaria,361,489,775,N
224,224,John's Vivienda Universitaria,258,292,775,Y
225,225,Mindy's Vivienda Universitaria,364,291,396,Y
226,226,Kathy's Vivienda Universitaria,204,475,226,N
227,227,Lekisha's Vivienda Universitaria,286,285,234,N
228,228,Carol's Vivienda Universitaria,407,444,455,Y
229,229,Roger's Vivienda Universitaria,425,247,616,Y
230,230,Molly's Vivienda Universitaria,186,437,379,N
231,231,Benjamin's Vivienda Universitaria,329,258,175,N
232,232,Darlene's Vivienda Universitaria,307,394,519,Y
233,233,Juliet's Vivienda Universitaria,228,433,614,N
234,234,Sean's Vivienda Universitaria,212,441,305,Y
235,235,Patricia's Vivienda Universitaria,312,211,173,Y
236,236,Marilyn's Vivienda Universitaria,102,203,473,N
237,237,Bertha's Vivienda Universitaria,309,291,849,Y
238,238,Rene's Vivienda Universitaria,166,102,909,N
239,239,Robert's Vivienda Universitaria,431,111,420,N
240,240,Ralph's Vivienda Universitaria,173,211,222,N
241,241,Frank's Vivienda Universitaria,162,195,801,N
242,242,Christopher's Vivienda Universitaria,305,197,624,N
243,243,Luella's Vivienda Universitaria,254,448,242,N
244,244,Robert's Vivienda Universitaria,267,194,120,Y
245,245,Kerri's Vivienda Universitaria,480,498,633,N
246,246,William's Vivienda Universitaria,415,185,151,N
247,247,Alex's Vivienda Universitaria,130,274,888,N
248,248,Larry's Vivienda Universitaria,113,209,737,Y
249,249,Ernest's Vivienda Universitaria,237,314,438,N
250,250,Tamara's Vivienda Universitaria,474,114,884,N
251,251,Linda's Vivienda Universitaria,159,404,194,Y
252,252,Brenda's Vivienda Universitaria,251,219,578,N
253,253,Richard's Vivienda Universitaria,484,424,683,N
254,254,Roy's Vivienda Universitaria,468,493,197,N
255,255,Edmund's Vivienda Universitaria,403,427,574,Y
256,256,Patrica's Vivienda Universitaria,240,442,273,Y
257,257,Chelsea's Vivienda Universitaria,368,126,199,N
258,258,Ruth's Vivienda Universitaria,499,246,786,Y
259,259,Rita's Vivienda Universitaria,222,457,360,N
260,260,Faustino's Vivienda Universitaria,244,444,373,Y
261,261,Carl's Vivienda Universitaria,468,163,435,N
262,262,Estella's Vivienda Universitaria,230,126,677,N
263,263,Rowena's Vivienda Universitaria,405,397,372,Y
264,264,Harold's Vivienda Universitaria,393,379,235,N
265,265,Jennifer's Vivienda Universitaria,491,222,331,N
266,266,Leticia's Vivienda Universitaria,120,426,135,Y
267,267,Tony's Vivienda Universitaria,390,375,176,Y
268,268,Charleen's Vivienda Universitaria,137,488,813,N
269,269,Cheryl's Vivienda Universitaria,346,264,523,N
270,270,David's Vivienda Universitaria,146,185,427,Y
271,271,John's Vivienda Universitaria,349,186,303,Y
272,272,John's Vivienda Universitaria,116,249,309,Y
273,273,Jacqueline's Vivienda Universitaria,238,371,441,N
274,274,James's Vivienda Universitaria,475,187,601,Y
275,275,Brigid's Vivienda Universitaria,340,258,122,Y
276,276,Ginny's Vivienda Universitaria,227,444,854,N
277,277,Sean's Vivienda Universitaria,458,393,205,N
278,278,Mitchell's Vivienda Universitaria,122,400,768,N
279,279,Annalisa's Vivienda Universitaria,285,432,912,Y
280,280,Gregory's Vivienda Universitaria,337,358,825,Y
281,281,Judith's Vivienda Universitaria,262,410,940,N
282,282,Matt's Vivienda Universitaria,110,389,587,N
283,283,Amy's Vivienda Universitaria,345,208,540,Y
284,284,Doris's Vivienda Universitaria,375,374,593,Y
285,285,Mark's Vivienda Universitaria,321,149,396,Y
286,286,Stephen's Vivienda Universitaria,247,144,817,N
287,287,Roger's Vivienda Universitaria,369,184,704,Y
288,288,Leanora's Vivienda Universitaria,339,186,284,Y
289,289,Edward's Vivienda Universitaria,337,411,570,Y
290,290,Richard's Vivienda Universitaria,494,292,721,N
291,291,Victoria's Vivienda Universitaria,234,483,960,Y
292,292,Victor's Vivienda Universitaria,444,149,223,N
293,293,Amanda's Vivienda Universitaria,403,456,691,N
294,294,Rosa's Vivienda Universitaria,115,423,733,N
295,295,Bethany's Vivienda Universitaria,448,356,975,Y
296,296,Connie's Vivienda Universitaria,412,340,806,Y
297,297,Jim's Vivienda Universitaria,343,364,596,N
298,298,Linsey's Vivienda Universitaria,114,438,247,N
299,299,Gladys's Vivienda Universitaria,386,140,696,N
300,300,Troy's Vivienda Universitaria,313,107,584,Y
301,301,Thomas's Vivienda Universitaria,304,274,530,Y
302,302,Miranda's Vivienda Universitaria,178,118,353,Y
303,303,Philip's Vivienda Universitaria,261,412,801,Y
304,304,John's Vivienda Universitaria,353,265,229,N
305,305,Ramona's Vivienda Universitaria,399,385,607,N
306,306,Christina's Vivienda Universitaria,438,176,135,Y
307,307,Judith's Vivienda Universitaria,447,393,297,N
308,308,Brandy's Vivienda Universitaria,341,131,973,N
309,309,Jena's Vivienda Universitaria,419,188,240,N
310,310,Fletcher's Vivienda Universitaria,432,329,967,N
311,311,Reginald's Vivienda Universitaria,492,107,301,Y
312,312,Dorothy's Vivienda Universitaria,229,352,973,N
313,313,Winnie's Vivienda Universitaria,455,230,852,N
314,314,Mary's Vivienda Universitaria,181,106,729,N
315,315,Kathleen's Vivienda Universitaria,470,405,623,N
316,316,Darrell's Vivienda Universitaria,220,129,349,N
317,317,Virgil's Vivienda Universitaria,293,160,191,Y
318,318,Phyllis's Vivienda Universitaria,406,294,417,N
319,319,Thomas's Vivienda Universitaria,343,128,886,N
320,320,Rosie's Vivienda Universitaria,293,310,865,N
321,321,Brandon's Vivienda Universitaria,497,113,636,Y
322,322,Nickolas's Vivienda Universitaria,317,113,861,N
323,323,Gregory's Vivienda Universitaria,404,309,856,N
324,324,Larry's Vivienda Universitaria,478,244,244,Y
325,325,Sandi's Vivienda Universitaria,182,138,433,N
326,326,Russell's Vivienda Universitaria,412,427,997,Y
327,327,Julia's Vivienda Universitaria,209,205,641,Y
328,328,James's Vivienda Universitaria,439,468,214,Y
329,329,Omer's Vivienda Universitaria,234,262,664,N
330,330,Michael's Vivienda Universitaria,244,435,122,Y
331,331,Doris's Vivienda Universitaria,302,162,369,Y
332,332,Alicia's Vivienda Universitaria,196,176,751,Y
333,333,Robert's Vivienda Universitaria,314,322,516,N
334,334,Carmen's Vivienda Universitaria,451,340,733,Y
335,335,Terese's Vivienda Universitaria,331,269,217,Y
336,336,Lisa's Vivienda Universitaria,375,430,867,Y
337,337,Billy's Vivienda Universitaria,358,483,841,N
338,338,Michael's Vivienda Universitaria,149,249,891,Y
339,339,Albert's Vivienda Universitaria,109,372,995,Y
340,340,Elizabeth's Vivienda Universitaria,109,276,387,Y
341,341,Arthur's Vivienda Universitaria,455,412,465,N
342,342,Christian's Vivienda Universitaria,180,351,769,Y
343,343,Edith's Vivienda Universitaria,483,416,396,Y
344,344,Brandon's Vivienda Universitaria,134,420,543,N
345,345,Thomas's Vivienda Universitaria,131,335,788,Y
346,346,George's Vivienda Universitaria,415,138,506,N
347,347,Dustin's Vivienda Universitaria,385,237,734,Y
348,348,Debra's Vivienda Universitaria,261,193,894,Y
349,349,Dorothy's Vivienda Universitaria,427,224,909,Y
350,350,Steven's Vivienda Universitaria,358,229,454,Y
351,351,Victoria's Vivienda Universitaria,410,261,783,N
352,352,Terry's Vivienda Universitaria,372,151,203,N
353,353,Christopher's Vivienda Universitaria,384,456,324,N
354,354,Stacie's Vivienda Universitaria,435,465,425,Y
355,355,Loma's Vivienda Universitaria,443,136,419,N
356,356,Benjamin's Vivienda Universitaria,238,441,665,Y
357,357,Vernon's Vivienda Universitaria,139,302,244,N
358,358,Jessica's Vivienda Universitaria,248,446,185,N
359,359,Edith's Vivienda Universitaria,405,169,468,Y
360,360,Courtney's Vivienda Universitaria,159,188,581,Y
361,361,Mike's Vivienda Universitaria,181,139,869,N
362,362,Alma's Vivienda Universitaria,455,316,874,Y
363,363,Cathy's Vivienda Universitaria,229,127,824,Y
364,364,Renee's Vivienda Universitaria,317,119,531,N
365,365,Enrique's Vivienda Universitaria,414,228,539,N
366,366,David's Vivienda Universitaria,161,171,627,Y
367,367,Mitchell's Vivienda Universitaria,205,500,178,N
368,368,Jaime's Vivienda Universitaria,474,291,215,Y
369,369,Sheri's Vivienda Universitaria,165,434,738,N
370,370,Emily's Vivienda Universitaria,389,239,481,Y
371,371,Margaret's Vivienda Universitaria,362,464,749,N
372,372,Nell's Vivienda Universitaria,172,390,691,Y
373,373,Francis's Vivienda Universitaria,415,252,965,N
374,374,Susan's Vivienda Universitaria,375,225,961,N
375,375,Connie's Vivienda Universitaria,364,238,673,N
376,376,John's Vivienda Universitaria,436,153,872,Y
377,377,Maryann's Vivienda Universitaria,373,285,413,Y
378,378,Charles's Vivienda Universitaria,296,491,464,Y
379,379,Hilda's Vivienda Universitaria,376,322,934,N
380,380,Michele's Vivienda Universitaria,142,482,179,N
381,381,Rex's Vivienda Universitaria,343,449,369,Y
382,382,Jerome's Vivienda Universitaria,429,131,436,N
383,383,James's Vivienda Universitaria,112,445,681,Y
384,384,Michael's Vivienda Universitaria,387,414,244,Y
385,385,Christina's Vivienda Universitaria,285,247,372,N
386,386,Dorothy's Vivienda Universitaria,443,225,895,Y
387,387,Dolores's Vivienda Universitaria,469,112,292,Y
388,388,Carmen's Vivienda Universitaria,126,268,629,Y
389,389,Clinton's Vivienda Universitaria,246,413,613,N
390,390,William's Vivienda Universitaria,445,281,509,Y
391,391,Sylvia's Vivienda Universitaria,298,187,413,Y
392,392,Alma's Vivienda Universitaria,116,462,945,Y
393,393,Marlene's Vivienda Universitaria,326,296,392,N
394,394,Fern's Vivienda Universitaria,169,442,452,Y
395,395,Gary's Vivienda Universitaria,153,440,734,N
396,396,Lenore's Vivienda Universitaria,104,438,765,Y
397,397,Charles's Vivienda Universitaria,120,159,118,Y
398,398,Vanessa's Vivienda Universitaria,404,256,485,Y
399,399,Richard's Vivienda Universitaria,339,211,941,Y
400,400,Thomas's Vivienda Universitaria,330,262,943,N
401,401,Leona's Vivienda Universitaria,284,336,460,Y
402,402,Carl's Vivienda Universitaria,357,110,194,N
403,403,Pauline's Vivienda Universitaria,305,494,889,Y
404,404,Gary's Vivienda Universitaria,174,498,201,Y
405,405,Lee's Vivienda Universitaria,386,129,147,Y
406,406,Thomas's Vivienda Universitaria,422,320,207,Y
407,407,Michael's Vivienda Universitaria,135,357,469,Y
408,408,Michael's Vivienda Universitaria,288,419,815,N
409,409,Patrick's Vivienda Universitaria,466,193,727,Y
410,410,Brian's Vivienda Universitaria,113,214,891,N
411,411,Jackie's Vivienda Universitaria,407,238,442,Y
412,412,William's Vivienda Universitaria,131,365,427,Y
413,413,Stuart's Vivienda Universitaria,382,272,620,Y
414,414,Miguel's Vivienda Universitaria,472,230,730,Y
415,415,Pauline's Vivienda Universitaria,402,482,801,Y
416,416,Laura's Vivienda Universitaria,459,102,298,N
417,417,Lydia's Vivienda Universitaria,488,368,862,N
418,418,Lindsey's Vivienda Universitaria,118,113,720,Y
419,419,Faith's Vivienda Universitaria,413,419,117,N
420,420,Jack's Vivienda Universitaria,373,253,169,N
421,421,Gladys's Vivienda Universitaria,357,144,850,Y
422,422,Leona's Vivienda Universitaria,219,276,199,N
423,423,Ryan's Vivienda Universitaria,333,451,600,Y
424,424,Nancy's Vivienda Universitaria,317,269,459,N
425,425,Sandra's Vivienda Universitaria,294,346,707,N
426,426,Jeff's Vivienda Universitaria,250,285,395,Y
427,427,Susan's Vivienda Universitaria,175,437,130,Y
428,428,Cindy's Vivienda Universitaria,389,360,602,N
429,429,David's Vivienda Universitaria,351,441,505,N
430,430,Phillip's Vivienda Universitaria,208,230,311,N
431,431,Johnnie's Vivienda Universitaria,302,431,357,Y
432,432,Clair's Vivienda Universitaria,220,455,671,N
433,433,Beverly's Vivienda Universitaria,462,169,650,N
434,434,Tristan's Vivienda Universitaria,292,473,424,N
435,435,Elizabeth's Vivienda Universitaria,227,369,938,N
436,436,Alexander's Vivienda Universitaria,254,492,294,N
437,437,Sandy's Vivienda Universitaria,452,340,897,Y
438,438,Ronnie's Vivienda Universitaria,322,118,200,N
439,439,Miguel's Vivienda Universitaria,180,323,502,Y
440,440,Carla's Vivienda Universitaria,259,211,740,N
441,441,William's Vivienda Universitaria,360,184,370,N
442,442,Rhonda's Vivienda Universitaria,307,463,513,Y
443,443,Gregory's Vivienda Universitaria,325,226,221,Y
444,444,Evan's Vivienda Universitaria,335,462,330,Y
445,445,Teresa's Vivienda Universitaria,157,144,326,Y
446,446,Jose's Vivienda Universitaria,489,427,897,N
447,447,Cesar's Vivienda Universitaria,327,416,913,Y
448,448,Benjamin's Vivienda Universitaria,309,176,879,Y
449,449,Robert's Vivienda Universitaria,116,445,196,Y
450,450,Debbie's Vivienda Universitaria,107,393,621,N
451,451,Robert's Vivienda Universitaria,473,311,813,N
452,452,Ellsworth's Vivienda Universitaria,281,233,501,Y
453,453,Nancy's Vivienda Universitaria,155,298,692,Y
454,454,Vicky's Vivienda Universitaria,188,113,718,N
455,455,David's Vivienda Universitaria,372,448,299,N
456,456,Josue's Vivienda Universitaria,199,300,712,N
457,457,Patricia's Vivienda Universitaria,368,455,591,Y
458,458,Dawn's Vivienda Universitaria,294,347,297,Y
459,459,Marcia's Vivienda Universitaria,319,431,664,N
460,460,Alvin's Vivienda Universitaria,451,144,106,N
461,461,Christopher's Vivienda Universitaria,267,393,721,Y
462,462,Brian's Vivienda Universitaria,117,142,306,Y
463,463,Peggy's Vivienda Universitaria,163,477,174,Y
464,464,Lenora's Vivienda Universitaria,151,336,382,N
465,465,Sharon's Vivienda Universitaria,405,104,728,Y
466,466,Carlos's Vivienda Universitaria,433,199,777,N
467,467,Joan's Vivienda Universitaria,496,436,739,N
468,468,Randy's Vivienda Universitaria,320,265,544,N
469,469,Charles's Vivienda Universitaria,106,439,153,N
470,470,Tara's Vivienda Universitaria,469,219,931,Y
471,471,Doris's Vivienda Universitaria,398,493,968,Y
472,472,Amanda's Vivienda Universitaria,345,475,498,N
473,473,Karen's Vivienda Universitaria,453,184,413,Y
474,474,Chasity's Vivienda Universitaria,432,218,703,N
475,475,Everett's Vivienda Universitaria,399,493,884,Y
476,476,Laura's Vivienda Universitaria,391,300,464,Y
477,477,Eunice's Vivienda Universitaria,236,347,153,N
478,478,Ronald's Vivienda Universitaria,190,334,925,N
479,479,Frances's Vivienda Universitaria,343,395,334,N
480,480,Aida's Vivienda Universitaria,326,167,294,N
481,481,Kimberly's Vivienda Universitaria,408,255,769,N
482,482,Christopher's Vivienda Universitaria,103,437,217,N
483,483,Bette's Vivienda Universitaria,296,195,787,N
484,484,Barbara's Vivienda Universitaria,419,338,536,N
485,485,John's Vivienda Universitaria,309,388,308,Y
486,486,Kathryn's Vivienda Universitaria,359,336,385,Y
487,487,Jerald's Vivienda Universitaria,296,287,777,N
488,488,Julio's Vivienda Universitaria,312,433,416,N
489,489,James's Vivienda Universitaria,205,133,878,Y
490,490,Peter's Vivienda Universitaria,397,425,664,Y
491,491,Robert's Vivienda Universitaria,208,254,200,Y
492,492,Catherine's Vivienda Universitaria,100,452,963,N
493,493,Ruthann's Vivienda Universitaria,204,321,253,Y
494,494,Bertha's Vivienda Universitaria,428,465,703,N
495,495,Paul's Vivienda Universitaria,481,148,208,N
496,496,Jim's Vivienda Universitaria,390,227,760,Y
497,497,Glen's Vivienda Universitaria,226,453,182,N
498,498,Jeanette's Vivienda Universitaria,426,161,991,Y
499,499,Ray's Vivienda Universitaria,311,377,579,Y
500,500,John's Vivienda Universitaria,230,498,302,Y
501,501,Barbara's Vivienda Universitaria,240,180,732,N
