50296,N,N,36913
50297,N,N,14180
50298,N,N,35073
50299,N,Y,35923
50300,N,N,20195
50301,Y,Y,20214
50302,N,N,19141
50303,N,N,23894
50304,Y,N,21934
50305,Y,Y,47262
50306,Y,N,1148
50307,N,Y,19794
50308,N,Y,48841
50309,Y,Y,44376
50310,N,N,16603
50311,N,N,13229
50312,Y,Y,36477
50313,N,N,29154
50314,Y,Y,23446
50315,N,Y,7883
50316,Y,N,49268
50317,N,N,18992
50318,Y,N,8914
50319,N,Y,36209
50320,N,Y,26990
50321,Y,N,5784
50322,N,Y,31958
50323,N,Y,28927
50324,N,Y,26847
50325,Y,N,11918
50326,Y,N,46601
50327,N,Y,49478
50328,N,N,39885
50329,Y,N,29199
50330,N,N,27705
50331,N,Y,35747
50332,N,Y,863
50333,N,N,43253
50334,N,Y,46455
50335,Y,Y,30241
50336,Y,Y,39607
50337,N,Y,27076
50338,N,N,27535
50339,Y,Y,14244
50340,Y,N,40572
50341,N,N,20590
50342,Y,N,44482
50343,Y,Y,28865
50344,Y,Y,9925
50345,N,Y,43832
50346,Y,Y,11938
50347,N,N,38645
50348,Y,N,1478
50349,N,N,22446
50350,Y,Y,42842
50351,N,N,656
50352,Y,Y,3474
50353,Y,Y,36366
50354,Y,Y,46341
50355,Y,Y,30220
50356,Y,N,47636
50357,Y,Y,39428
50358,N,Y,38093
50359,Y,N,5949
50360,N,N,11306
50361,Y,Y,11130
50362,Y,Y,11797
50363,N,N,32790
50364,N,Y,31175
50365,N,N,41465
50366,N,Y,8785
50367,Y,Y,16545
50368,N,N,7298
50369,N,N,15973
50370,N,Y,24938
50371,Y,Y,36144
50372,Y,Y,49784
50373,N,N,22536
50374,N,Y,45214
50375,Y,Y,1618
50376,N,N,43350
50377,N,Y,20813
50378,Y,Y,42533
50379,N,N,17105
50380,Y,Y,1229
50381,N,N,7809
50382,N,Y,1906
50383,Y,Y,38234
50384,N,N,49768
50385,N,Y,3084
50386,Y,Y,36872
50387,N,Y,38487
50388,Y,N,8873
50389,Y,N,32327
50390,N,Y,31517
50391,Y,N,7319
50392,Y,Y,22469
50393,Y,Y,49161
50394,N,Y,5931
50395,Y,N,29930
50396,N,N,25432
50397,Y,N,750
50398,Y,Y,26094
50399,N,Y,39778
50400,Y,Y,8715
50401,N,N,18808
50402,Y,N,18514
50403,N,N,32202
50404,Y,N,49889
50405,N,Y,22091
50406,Y,N,49705
50407,Y,Y,41246
50408,Y,N,30069
50409,N,Y,524
50410,N,Y,46981
50411,Y,Y,41533
50412,Y,Y,37669
50413,N,Y,22801
50414,N,N,26325
50415,Y,N,33063
50416,Y,Y,39373
50417,Y,Y,32670
50418,N,N,18881
50419,Y,N,34470
50420,Y,Y,22692
50421,N,N,12506
50422,N,Y,25801
50423,N,N,8176
50424,N,N,36559
50425,N,Y,26496
50426,N,Y,21586
50427,Y,Y,8159
50428,N,N,1632
50429,Y,N,4401
50430,N,N,29415
50431,N,Y,30375
50432,N,N,2750
50433,Y,N,40345
50434,Y,Y,2507
50435,N,Y,36032
50436,Y,Y,33504
50437,N,Y,15426
50438,Y,N,13489
50439,Y,N,27422
50440,N,Y,13312
50441,N,Y,6586
50442,N,N,49284
50443,N,Y,25336
50444,Y,N,31371
50445,N,Y,42304
50446,Y,Y,7117
50447,Y,Y,11641
50448,N,Y,29947
50449,Y,Y,9449
50450,Y,N,44391
50451,N,Y,6464
50452,Y,Y,30852
50453,N,N,47475
50454,N,N,48335
50455,N,N,33632
50456,Y,N,9184
50457,Y,N,40148
50458,N,N,13799
50459,N,Y,39628
50460,N,N,41720
50461,N,N,33523
50462,N,Y,33404
50463,N,Y,45351
50464,N,Y,27175
50465,Y,Y,24100
50466,N,Y,24990
50467,Y,N,35315
50468,N,N,3397
50469,N,Y,34812
50470,N,N,35027
50471,N,N,45876
50472,N,Y,15099
50473,Y,N,22713
50474,Y,N,34837
50475,N,N,12583
50476,N,Y,3943
50477,N,Y,30892
50478,Y,N,19831
50479,N,Y,7054
50480,Y,Y,1569
50481,Y,Y,39393
50482,Y,N,26833
50483,N,Y,35481
50484,N,Y,1698
50485,Y,Y,32025
50486,N,N,44808
50487,Y,N,35159
50488,N,N,44162
50489,Y,Y,6599
50490,Y,N,11732
50491,N,Y,44751
50492,Y,Y,12336
50493,N,Y,9891
50494,Y,N,49576
50495,N,N,22973
50496,N,N,11150
50497,Y,N,38131
50498,N,Y,33876
50499,Y,Y,21861
50500,Y,N,46575
50501,Y,Y,34708
50502,Y,Y,10491
50503,Y,N,39537
50504,Y,N,1170
50505,Y,N,15191
50506,N,Y,17881
50507,Y,N,49250
50508,Y,N,20256
50509,Y,N,32081
50510,N,Y,28648
50511,Y,Y,6186
50512,Y,N,8216
50513,Y,Y,33970
50514,N,N,8559
50515,N,N,19933
50516,Y,N,40514
50517,Y,Y,46787
50518,Y,N,23057
50519,Y,N,6270
50520,Y,N,13492
50521,N,N,39044
50522,Y,N,16520
50523,N,N,35135
50524,Y,N,21968
50525,Y,N,31259
50526,Y,N,49012
50527,N,N,21950
50528,N,Y,17386
50529,N,N,23017
50530,N,N,28141
50531,Y,Y,32560
50532,Y,N,13497
50533,Y,Y,14777
50534,Y,N,29598
50535,N,Y,28590
50536,Y,N,25408
50537,Y,N,15875
50538,Y,N,37020
50539,N,N,8322
50540,N,N,4134
50541,N,Y,31711
50542,Y,N,35722
50543,N,N,33615
50544,N,Y,26273
50545,Y,N,40836
50546,N,Y,39085
50547,N,N,13065
50548,Y,Y,40893
50549,Y,N,45275
50550,N,Y,5381
50551,N,Y,44866
50552,N,N,36148
50553,N,Y,33364
50554,N,Y,19208
50555,Y,N,1592
50556,Y,N,5627
50557,N,Y,11833
50558,Y,N,7882
50559,N,N,48948
50560,Y,Y,24811
50561,Y,N,15576
50562,Y,N,49874
50563,Y,Y,5087
50564,N,N,25472
50565,N,N,34930
50566,Y,N,28610
50567,N,N,44928
50568,N,Y,48961
50569,Y,Y,24773
50570,N,Y,27851
50571,N,N,21561
50572,N,Y,33349
50573,N,N,2301
50574,N,Y,32639
50575,N,Y,14144
50576,N,N,2118
50577,N,Y,18253
50578,N,Y,1465
50579,N,Y,48937
50580,Y,N,13490
50581,N,N,48681
50582,N,N,472
50583,Y,Y,5309
50584,N,Y,23413
50585,Y,Y,23987
50586,N,Y,35210
50587,Y,N,38040
50588,N,N,14393
50589,Y,Y,40631
50590,Y,Y,16960
50591,N,N,17058
50592,N,Y,12145
50593,Y,N,44707
50594,Y,N,48911
50595,Y,N,8917
50596,N,Y,10601
50597,Y,N,22873
50598,Y,N,9207
50599,N,Y,17657
50600,N,Y,39600
50601,N,N,25949
50602,N,Y,23355
50603,Y,Y,44313
50604,Y,N,7133
50605,Y,N,7827
50606,N,Y,24225
50607,N,N,35937
50608,N,N,10349
50609,Y,N,35613
50610,Y,Y,28645
50611,Y,Y,437
50612,Y,N,41667
50613,N,Y,11954
50614,N,N,31288
50615,Y,N,26448
50616,Y,N,41669
50617,Y,N,12187
50618,Y,Y,34528
50619,Y,Y,29172
50620,N,Y,40546
50621,N,N,39590
50622,Y,Y,49965
50623,Y,Y,5870
50624,Y,Y,39701
50625,Y,Y,822
50626,Y,Y,28389
50627,Y,N,317
50628,Y,N,6537
50629,N,Y,25436
50630,N,Y,28275
50631,N,Y,10479
50632,N,N,29621
50633,N,Y,4840
50634,Y,Y,15650
50635,Y,Y,20430
50636,N,Y,42793
50637,N,N,26434
50638,Y,Y,29386
50639,Y,Y,25284
50640,Y,N,46413
50641,N,N,47973
50642,N,Y,46319
50643,Y,Y,32011
50644,Y,Y,15375
50645,N,N,46406
50646,Y,Y,7651
50647,Y,N,33548
50648,N,N,3209
50649,Y,Y,16168
50650,N,Y,40213
50651,Y,Y,49438
50652,Y,N,2333
50653,N,N,42928
50654,N,N,43781
50655,Y,Y,2161
50656,N,N,39792
50657,N,N,36709
50658,N,Y,23020
50659,N,N,4534
50660,Y,Y,41060
50661,N,Y,13868
50662,N,N,5346
50663,N,Y,41324
50664,N,Y,42440
50665,N,Y,44848
50666,N,Y,45779
50667,N,N,8429
50668,N,N,8423
50669,N,Y,11744
50670,Y,N,19397
50671,Y,Y,2567
50672,N,N,43264
50673,N,Y,4818
50674,N,N,7194
50675,N,Y,18702
50676,Y,N,48569
50677,Y,N,16334
50678,Y,Y,48665
50679,N,N,23127
50680,Y,Y,22772
50681,N,Y,40792
50682,Y,Y,32165
50683,N,N,38069
50684,N,N,47790
50685,N,Y,48203
50686,N,N,46009
50687,Y,N,23394
50688,Y,N,49129
50689,N,N,11913
50690,Y,N,40632
50691,Y,N,12176
50692,N,Y,10487
50693,Y,N,9622
50694,N,N,25771
50695,Y,Y,23144
50696,Y,Y,4220
50697,N,N,46383
50698,N,Y,30634
50699,N,Y,17839
50700,N,N,6054
50701,N,Y,26420
50702,N,Y,22391
50703,Y,N,29287
50704,N,N,38106
50705,N,N,44194
50706,Y,N,32864
50707,N,N,18441
50708,N,N,44874
50709,Y,N,49449
50710,Y,Y,48762
50711,N,N,10867
50712,Y,Y,17213
50713,Y,N,26893
50714,N,N,3288
50715,Y,Y,32662
50716,N,N,36492
50717,N,Y,22551
50718,Y,Y,9444
50719,Y,N,26639
50720,Y,N,47618
50721,N,Y,47426
50722,N,N,48792
50723,N,Y,33987
50724,Y,Y,37016
50725,N,N,23763
50726,N,Y,40305
50727,Y,N,33464
50728,Y,N,44401
50729,Y,N,29504
50730,Y,N,45696
50731,Y,N,22188
50732,N,Y,43426
50733,Y,N,5315
50734,N,N,18747
50735,N,Y,32170
50736,N,Y,2560
50737,Y,Y,35496
50738,N,N,42307
50739,Y,Y,43912
50740,Y,N,19613
50741,N,Y,44174
50742,Y,Y,46258
50743,Y,N,20703
50744,N,Y,3643
50745,N,Y,1608
50746,Y,Y,24995
50747,Y,N,29073
50748,Y,Y,45043
50749,N,Y,34864
50750,Y,N,22558
50751,N,N,24744
50752,Y,N,4434
50753,N,Y,19411
50754,Y,N,6970
50755,N,Y,1624
50756,N,Y,5376
50757,Y,Y,42505
50758,N,N,49798
50759,Y,N,7185
50760,Y,N,49889
50761,N,N,41815
50762,Y,Y,46146
50763,Y,N,3637
50764,N,Y,47808
50765,Y,Y,29124
50766,N,Y,46138
50767,Y,N,22003
50768,Y,N,13233
50769,N,N,24725
50770,N,N,49919
50771,N,Y,13424
50772,N,N,27196
50773,Y,N,3516
50774,N,N,25528
50775,N,Y,41953
50776,N,N,34917
50777,N,N,44791
50778,N,Y,14110
50779,N,N,14082
50780,N,Y,42785
50781,N,Y,26469
50782,N,N,31359
50783,N,N,26184
50784,Y,N,37854
50785,N,N,44908
50786,Y,Y,23259
50787,N,N,26708
50788,N,N,35151
50789,Y,Y,1025
50790,N,Y,20748
50791,Y,N,32050
50792,Y,Y,38815
50793,Y,N,33164
50794,N,Y,26601
50795,Y,Y,25926
50796,Y,Y,7533
50797,Y,Y,33016
50798,N,Y,19432
50799,Y,Y,46475
50800,Y,Y,43076
50801,Y,Y,26866
50802,N,Y,22084
50803,N,Y,40366
50804,N,Y,24742
50805,N,N,40218
50806,N,Y,22494
50807,N,Y,41165
50808,N,N,49493
50809,N,N,43466
50810,N,Y,43154
50811,Y,N,4802
50812,N,N,11579
50813,Y,Y,24997
50814,Y,Y,24577
50815,Y,N,15563
50816,N,N,2800
50817,Y,Y,14193
50818,Y,N,46084
50819,N,N,27254
50820,N,Y,45511
50821,N,N,14191
50822,N,Y,40160
50823,N,Y,8309
50824,Y,Y,19330
50825,Y,N,239
50826,Y,N,40641
50827,Y,Y,19792
50828,N,Y,29036
50829,N,Y,20144
50830,Y,Y,34818
50831,Y,N,45549
50832,Y,N,33311
50833,N,Y,48900
50834,Y,Y,41273
50835,N,Y,49417
50836,Y,Y,44262
50837,Y,N,43568
50838,Y,N,33755
50839,N,N,18275
50840,Y,N,25583
50841,Y,N,2802
50842,N,N,44777
50843,N,Y,24984
50844,N,N,28661
50845,Y,N,14538
50846,Y,Y,43943
50847,Y,N,47538
50848,Y,N,14740
50849,Y,Y,9072
50850,Y,N,43599
50851,N,N,38323
50852,N,Y,10492
50853,Y,N,26994
50854,Y,N,6377
50855,Y,N,4357
50856,Y,Y,1193
50857,N,N,17941
50858,Y,N,18375
50859,Y,Y,30604
50860,Y,Y,27360
50861,N,Y,5363
50862,Y,Y,35997
50863,N,Y,6291
50864,N,Y,2285
50865,Y,Y,33659
50866,Y,Y,21774
50867,Y,Y,21021
50868,Y,Y,29243
50869,N,Y,24964
50870,N,N,25069
50871,N,Y,19633
50872,N,N,9301
50873,Y,N,9708
50874,N,N,1060
50875,N,N,1392
50876,N,N,10242
50877,N,Y,16473
50878,N,Y,17124
50879,Y,Y,25278
50880,N,Y,7116
50881,Y,Y,1008
50882,N,Y,11728
50883,N,Y,16449
50884,Y,N,16737
50885,Y,N,31282
50886,N,N,9289
50887,Y,N,20716
50888,N,N,10241
50889,Y,N,14987
50890,Y,N,5902
50891,N,N,28135
50892,Y,Y,9330
50893,Y,Y,15671
50894,N,N,10830
50895,Y,N,7915
50896,N,N,4911
50897,Y,Y,37681
50898,Y,N,3153
50899,N,N,23349
50900,N,Y,41337
50901,N,Y,20319
50902,N,Y,22205
50903,N,N,32264
50904,Y,Y,25772
50905,N,N,45191
50906,N,N,14128
50907,N,N,1138
50908,Y,Y,44050
50909,Y,N,20313
50910,Y,N,8782
50911,Y,N,40414
50912,Y,Y,34554
50913,N,Y,26444
50914,N,N,40947
50915,Y,Y,4129
50916,Y,N,9635
50917,Y,Y,4947
50918,Y,Y,33494
50919,Y,N,21565
50920,Y,N,34086
50921,Y,Y,17757
50922,Y,N,32080
50923,N,N,48456
50924,N,N,1349
50925,N,Y,14060
50926,N,Y,30745
50927,N,N,42721
50928,Y,Y,42045
50929,Y,N,40553
50930,N,N,3108
50931,N,N,18581
50932,Y,N,36843
50933,Y,N,9853
50934,Y,Y,44420
50935,N,N,118
50936,N,Y,30387
50937,Y,N,49693
50938,Y,N,48722
50939,Y,N,42574
50940,Y,Y,25359
50941,Y,Y,37085
50942,Y,N,34575
50943,N,Y,38447
50944,N,Y,15726
50945,N,Y,31689
50946,Y,N,37623
50947,Y,Y,24599
50948,Y,Y,34014
50949,Y,Y,16528
50950,Y,N,44957
50951,N,N,27360
50952,Y,N,15336
50953,Y,Y,27305
50954,N,Y,33336
50955,N,Y,11778
50956,Y,N,35985
50957,N,Y,28072
50958,N,N,519
50959,Y,Y,360
50960,Y,Y,5649
50961,Y,Y,41729
50962,N,Y,5383
50963,Y,N,34069
50964,N,Y,6705
50965,Y,Y,38951
50966,N,Y,3547
50967,N,Y,49371
50968,N,Y,20028
50969,N,N,22951
50970,Y,N,19556
50971,N,N,29218
50972,Y,Y,9540
50973,Y,N,4166
50974,Y,Y,33145
50975,N,Y,36683
50976,Y,Y,2490
50977,N,Y,20926
50978,Y,Y,47773
50979,N,N,27726
50980,N,N,7915
50981,N,Y,14499
50982,Y,Y,47115
50983,Y,Y,33076
50984,Y,N,44928
50985,Y,Y,45987
50986,Y,Y,42796
50987,N,Y,14557
50988,Y,Y,5772
50989,Y,N,22030
50990,N,Y,43248
50991,Y,N,48320
50992,N,N,48108
50993,Y,N,35019
50994,N,N,24425
50995,N,Y,37094
50996,N,N,47302
50997,Y,N,11734
50998,Y,Y,29414
50999,Y,Y,5266
51000,N,N,5593
51001,Y,N,26695
51002,Y,Y,25355
51003,Y,N,9189
51004,Y,N,43860
51005,N,N,46757
51006,N,Y,18747
51007,Y,N,30897
51008,N,N,31735
51009,N,N,25874
51010,N,N,40433
51011,N,Y,44262
51012,N,N,14217
51013,N,Y,15791
51014,N,Y,34273
51015,N,Y,38237
51016,Y,N,27303
51017,N,Y,33706
51018,Y,Y,48608
51019,Y,N,6348
51020,Y,N,48431
51021,Y,N,29726
51022,Y,Y,39041
51023,Y,Y,1785
51024,Y,Y,25866
51025,Y,N,17892
51026,Y,Y,37282
51027,Y,Y,27407
51028,Y,Y,23181
51029,Y,Y,29769
51030,N,Y,7857
51031,N,N,39634
51032,Y,Y,37688
51033,Y,Y,21929
51034,N,N,1729
51035,Y,N,44327
51036,Y,N,13528
51037,N,Y,42642
51038,Y,N,37177
51039,N,Y,16815
51040,N,Y,10843
51041,Y,N,900
51042,N,Y,42388
51043,Y,Y,49771
51044,N,N,10737
51045,N,N,19260
51046,N,Y,14401
51047,Y,N,709
51048,Y,Y,26411
51049,Y,N,26185
51050,N,N,4786
51051,N,N,32970
51052,N,N,9622
51053,Y,N,23575
51054,Y,Y,21216
51055,N,Y,43673
51056,N,N,24816
51057,N,Y,23090
51058,Y,N,30640
51059,N,Y,11965
51060,Y,Y,29304
51061,Y,Y,1535
51062,N,Y,25783
51063,Y,Y,43438
51064,N,Y,28466
51065,N,Y,46617
51066,Y,N,47842
51067,Y,N,27527
51068,N,N,28748
51069,Y,N,18301
51070,N,N,14009
51071,Y,Y,7596
51072,N,N,20022
51073,Y,N,21501
51074,N,N,6935
51075,N,Y,25349
51076,N,N,30632
51077,Y,Y,49762
51078,N,Y,33864
51079,N,N,14602
51080,Y,N,9012
51081,Y,N,34638
51082,N,Y,32950
51083,Y,N,5426
51084,Y,Y,32253
51085,N,N,2850
51086,Y,Y,23648
51087,Y,N,44150
51088,N,Y,17244
51089,N,Y,4547
51090,Y,N,43935
51091,N,Y,7932
51092,Y,Y,46529
51093,Y,N,3109
51094,Y,N,8441
51095,N,Y,9322
51096,N,N,47837
51097,N,Y,28890
51098,Y,Y,43379
51099,Y,N,3480
51100,Y,N,25647
51101,Y,N,24927
51102,N,Y,39974
51103,Y,N,22852
51104,N,Y,14744
51105,Y,Y,49682
51106,Y,Y,16068
51107,N,N,47307
51108,N,Y,40054
51109,N,Y,7235
51110,N,Y,47931
51111,Y,N,29179
51112,N,Y,572
51113,N,N,30267
51114,N,Y,6976
51115,Y,Y,34507
51116,Y,N,36155
51117,Y,N,42254
51118,Y,N,30069
51119,Y,Y,22296
51120,N,Y,1405
51121,N,Y,27517
51122,Y,N,1657
51123,N,Y,5842
51124,N,Y,33431
51125,N,Y,24296
51126,N,N,5984
51127,N,N,45496
51128,Y,N,20124
51129,Y,Y,12381
51130,Y,N,46645
51131,Y,N,46739
51132,Y,Y,8821
51133,Y,N,26271
51134,N,N,28060
51135,N,N,29744
51136,N,Y,29039
51137,Y,N,45335
51138,Y,N,15534
51139,N,Y,23047
51140,Y,Y,7662
51141,Y,N,20863
51142,Y,N,14305
51143,Y,N,31354
51144,Y,N,41621
51145,Y,N,21012
51146,Y,Y,11214
51147,N,N,14235
51148,N,N,28116
51149,N,Y,24525
51150,N,Y,24885
51151,Y,N,7017
51152,Y,Y,6128
51153,Y,Y,14133
51154,N,Y,45395
51155,Y,Y,8658
51156,Y,Y,6596
51157,N,N,133
51158,N,N,23340
51159,N,N,36400
51160,Y,Y,41986
51161,N,Y,21257
51162,Y,N,27456
51163,Y,N,41989
51164,Y,N,23814
51165,N,Y,42072
51166,N,N,16306
51167,N,N,38453
51168,Y,N,25777
51169,N,N,8319
51170,N,N,42522
51171,N,N,22658
51172,N,Y,18055
51173,N,Y,7005
51174,N,Y,39433
51175,Y,Y,21027
51176,Y,Y,23764
51177,Y,Y,7309
51178,Y,Y,4580
51179,N,Y,9315
51180,Y,N,21429
51181,N,N,47848
51182,N,Y,1128
51183,Y,Y,36920
51184,Y,N,7659
51185,N,N,10593
51186,N,Y,30931
51187,N,Y,23929
51188,Y,Y,11397
51189,N,N,18361
51190,Y,N,1134
51191,Y,N,29809
51192,N,Y,675
51193,Y,Y,18630
51194,Y,N,33470
51195,N,Y,27880
51196,Y,Y,21801
51197,Y,Y,8739
51198,Y,N,44259
51199,Y,N,7126
51200,Y,N,20158
51201,N,Y,15758
51202,Y,Y,9390
51203,Y,Y,9994
51204,N,N,10723
51205,N,N,12385
51206,Y,Y,31036
51207,Y,Y,40972
51208,N,N,8927
51209,Y,Y,19787
51210,Y,N,39657
51211,N,N,5892
51212,Y,N,36647
51213,Y,Y,33456
51214,N,Y,41517
51215,Y,Y,29374
51216,Y,N,18424
51217,Y,Y,8993
51218,N,Y,2505
51219,Y,N,26453
51220,Y,Y,35383
51221,Y,N,2992
51222,Y,Y,9396
51223,Y,N,16133
51224,N,Y,24130
51225,N,N,46586
51226,N,Y,31939
51227,Y,Y,10052
51228,Y,Y,42047
51229,Y,N,34189
51230,Y,Y,34162
51231,N,N,25944
51232,N,N,42324
51233,Y,N,29597
51234,Y,N,35876
51235,Y,Y,1595
51236,Y,Y,35263
51237,Y,Y,27247
51238,Y,Y,37399
51239,Y,Y,20096
51240,N,N,36713
51241,N,N,38096
51242,N,N,19855
51243,Y,Y,28598
51244,N,N,31523
51245,Y,Y,47772
51246,Y,N,19466
51247,Y,Y,21299
51248,Y,N,34262
51249,Y,N,24321
51250,Y,Y,20209
51251,N,N,3055
51252,N,Y,40766
51253,Y,Y,20378
51254,N,Y,23918
51255,N,N,35969
51256,N,N,11658
51257,Y,Y,36859
51258,Y,N,48039
51259,Y,N,44922
51260,N,Y,4746
51261,N,N,9649
51262,Y,Y,15023
51263,N,N,36082
51264,Y,Y,13126
51265,N,N,27188
51266,N,N,6219
51267,Y,N,8913
51268,Y,N,46569
51269,Y,N,33877
51270,N,N,35986
51271,N,Y,46473
51272,Y,Y,19682
51273,N,N,37911
