159790,1,417
186150,10,925
179782,2,341
220438,4,149
200488,3,963
177584,12,517
150071,11,791
207529,8,793
217689,9,402
206811,2,384
152716,6,145
199787,10,518
162984,3,263
164976,12,401
215377,13,616
165535,2,580
158931,3,653
171458,3,707
196842,2,903
172842,12,530
165344,8,541
179524,3,472
220906,12,709
183193,10,419
199980,12,231
163952,11,641
153982,3,610
179066,6,479
185225,7,934
155264,11,268
177931,8,299
194263,5,563
218703,7,604
201710,3,402
163844,9,717
169169,3,806
220035,10,358
165587,6,321
171607,10,576
201847,6,100
198598,5,825
177074,13,899
155130,11,780
229335,9,331
158546,6,543
201082,8,654
176438,6,954
197774,2,153
188181,2,122
164543,6,414
159707,6,904
195450,8,835
190457,9,561
212456,13,444
195034,9,378
165916,3,300
227514,9,128
181285,3,279
206402,13,455
202847,10,299
187492,11,515
150412,10,326
202748,10,438
219395,5,572
150551,1,339
228382,7,342
155979,3,285
150359,7,851
197661,3,637
162694,4,482
160397,11,804
174620,12,460
177195,3,843
226665,8,486
172933,4,328
150217,8,271
162453,7,834
164333,3,133
213190,3,849
166094,8,303
204201,7,122
190067,5,549
202297,3,796
155596,2,538
161637,11,656
207984,3,445
228900,5,186
168240,11,433
206588,7,411
175349,9,918
220600,1,702
221044,9,896
165364,10,937
186244,9,251
195218,13,767
214886,1,682
165345,9,707
216524,8,701
219224,8,514
152099,13,614
197364,7,199
220981,1,337
166571,2,332
212356,9,154
182813,5,298
204481,8,483
153035,8,827
182785,6,199
204219,1,999
190513,8,942
164592,2,505
174576,9,532
181944,11,627
178344,4,449
214594,3,863
223667,11,832
184359,13,146
222683,6,393
160556,11,828
190954,5,170
200686,1,601
183829,3,341
192815,6,860
217464,9,370
215089,1,380
163669,8,725
198044,13,562
153939,4,567
227122,13,644
180254,13,964
185382,8,946
225917,11,328
152223,6,850
182492,1,712
160328,5,192
174218,3,729
185668,12,467
204700,2,168
170898,6,322
219940,8,397
221432,1,559
174882,7,796
196794,11,595
150521,12,470
220552,13,625
171168,5,438
220933,10,103
161860,6,136
196548,4,339
215353,12,863
214252,3,224
216102,10,205
188132,2,505
220503,11,406
209514,3,738
211523,8,525
193404,7,113
216982,7,204
229631,9,323
201160,1,787
172545,2,857
160379,8,857
214124,10,131
185902,3,935
216981,7,995
200361,1,151
167805,11,640
184683,4,267
195292,10,413
228103,5,757
188593,5,156
224784,5,930
195147,11,936
215019,13,930
228245,10,510
183221,13,296
158131,10,287
207504,8,967
150090,13,307
161848,7,195
228215,11,170
169895,2,849
221248,13,364
193190,6,796
190592,10,907
224238,4,497
184281,13,100
153210,7,882
216445,8,517
189312,1,796
161338,10,380
171651,6,424
212882,4,694
152484,13,720
205679,8,276
154267,3,828
150150,5,378
184071,9,134
219002,5,160
174135,13,812
180583,12,589
200749,4,488
162503,12,943
220907,7,126
228950,12,502
210859,3,101
184804,8,232
172451,11,514
193000,10,399
176534,7,576
218114,11,483
192427,13,694
190744,12,342
154462,12,380
211843,2,502
161906,11,492
171664,6,662
176207,13,156
198786,9,472
194364,7,769
165575,12,693
190752,7,452
164379,5,159
155588,7,441
162808,1,224
172503,11,486
197132,12,539
178540,6,697
218232,2,452
192521,1,946
200374,3,807
223301,11,863
209238,10,710
203117,13,108
172201,9,607
218330,11,231
163396,12,161
175349,7,430
173247,3,797
192273,7,602
215987,10,889
160742,1,930
213792,13,674
157022,6,886
180477,11,914
217575,11,722
153165,3,483
208948,3,408
218217,4,705
176338,5,291
184785,3,232
191006,11,534
212134,4,591
171858,11,964
155912,10,340
170793,2,431
182187,10,708
163289,3,339
192583,7,531
184841,6,113
219582,2,672
152716,6,649
209153,5,531
162590,1,599
168800,2,453
220572,13,850
196984,13,497
179752,12,559
174015,1,934
208052,10,955
228755,7,369
203941,13,557
217625,11,938
159633,8,644
200149,12,550
153696,13,992
194092,7,574
217998,3,398
170840,10,883
168074,7,548
174532,3,960
225258,1,617
166741,5,866
216978,10,786
225567,12,775
226756,4,690
213385,6,533
183791,9,894
213344,1,759
204754,4,892
206421,10,687
158046,10,912
217367,5,348
197983,1,235
220423,10,474
208775,12,512
229863,6,304
179561,4,893
162770,8,494
183100,12,566
196297,3,184
150536,2,260
191776,10,900
215137,13,439
197927,2,990
217472,3,474
206310,13,175
208336,1,421
205171,5,355
151831,2,941
229863,12,168
170960,4,899
157276,13,725
168550,3,160
174141,3,382
227188,9,202
165314,2,171
217571,9,907
189882,11,724
206341,13,304
161766,8,436
191625,9,470
189132,7,152
206085,11,864
220923,10,655
204952,12,599
209501,4,846
158092,4,275
158952,13,614
176205,1,465
222068,7,634
188234,2,315
192681,2,484
177145,5,974
182162,5,825
185016,13,696
183235,7,195
186185,2,861
202416,3,468
150026,6,361
221920,3,408
152933,1,270
218498,8,150
204890,13,600
206369,3,516
164619,4,821
197942,8,927
186560,3,530
227108,11,508
202518,13,520
161838,4,916
213189,6,257
212370,8,103
175716,8,807
225313,11,446
205582,8,610
194176,1,216
228654,7,946
217007,4,792
206962,7,958
217926,6,218
168145,13,628
153872,4,116
172311,5,392
213896,1,146
195413,6,684
182266,4,941
208655,3,851
187011,13,390
207992,4,683
153310,5,525
211817,5,937
204087,13,783
175603,13,695
226146,12,509
219660,2,262
195108,7,834
167528,12,654
223918,7,604
189377,10,413
191247,5,112
207214,8,745
225847,9,539
220646,2,295
168654,11,673
176123,2,279
223822,10,207
188761,8,880
151323,13,311
204126,8,783
209964,8,188
158932,3,622
179660,12,443
163871,13,293
189853,8,146
188449,4,672
191365,3,874
180519,8,200
190188,9,291
228391,8,802
163467,3,319
175971,12,738
206896,6,709
159234,3,391
203242,1,548
154123,9,331
173705,9,876
168268,10,883
192653,5,465
186300,10,267
163011,10,962
182473,11,497
221291,2,129
174328,1,571
224373,10,112
220523,10,632
181771,8,907
213206,12,680
171635,6,216
209068,13,325
210062,5,872
180053,6,708
159283,9,432
165080,1,635
189664,7,963
228973,7,279
192453,2,424
153034,7,919
215832,10,521
182048,10,147
215359,11,916
193135,1,739
193810,6,569
205703,13,996
229910,2,932
200791,4,899
164672,3,542
193982,12,244
170760,7,426
157472,7,190
221569,9,704
176606,13,116
188266,11,191
158436,5,225
166145,10,176
164049,13,578
161809,8,426
178597,4,149
174391,11,878
193762,12,419
196522,11,597
168291,11,287
153754,10,863
190696,13,306
207170,13,430
203119,8,161
165718,5,284
157740,3,319
194646,6,640
213092,9,431
203539,1,741
150017,12,872
174430,1,354
191643,10,498
220445,13,642
213778,3,683
202406,9,859
196898,1,495
203441,2,636
163025,6,854
179080,11,318
193532,8,926
196821,13,430
216430,8,253
170139,11,548
165050,1,846
156040,11,995
164906,3,356
174045,2,206
163665,5,456
151499,12,241
186939,4,486
214426,5,485
159851,3,885
206494,10,180
172079,13,905
215114,5,347
173377,2,587
164597,11,245
174765,8,601
171129,1,674
163019,13,195
176268,2,464
188160,3,578
195632,9,391
162797,2,811
207370,12,375
216574,5,832
205211,11,693
206106,13,943
190404,11,183
178476,6,670
185393,5,995
222258,13,952
173055,7,180
167094,12,465
208524,13,891
185011,6,713
188606,7,142
212528,3,349
177373,3,282
193702,11,255
201873,8,823
155216,1,449
193512,7,418
155126,12,992
228470,5,111
180818,7,767
184514,12,773
187281,2,447
173605,8,607
179280,2,287
206564,11,169
183895,7,569
195679,11,427
154476,11,501
167870,3,504
204344,4,737
162545,11,574
153501,10,343
151668,1,903
228592,3,648
203897,7,710
220766,5,506
182311,7,854
170458,3,531
193142,5,159
208056,13,770
204732,5,186
199106,2,432
221783,1,433
203936,10,838
190639,11,395
189098,11,651
181017,7,388
187973,4,942
229947,5,100
220123,5,319
227567,4,434
228384,4,655
215222,12,108
200167,1,497
194815,1,200
190638,13,239
187490,7,285
199200,4,757
181031,10,998
223093,4,171
208135,7,988
214090,4,287
182412,8,707
223057,9,167
225027,5,127
170933,7,547
198746,3,548
229271,9,944
191633,10,937
150690,10,143
151822,11,463
218186,11,533
194642,11,624
195214,5,488
215020,4,413
209389,12,424
164332,1,163
196069,7,195
171691,1,837
200971,4,353
203631,12,296
175052,9,544
171170,2,798
172971,13,429
210162,13,455
217908,5,424
176154,12,784
210289,4,906
212157,11,189
212118,13,921
225112,3,481
190327,12,251
206884,3,951
196395,5,293
198871,3,995
184558,10,402
166898,4,140
183880,7,422
214412,5,706
180048,13,427
170995,12,865
197826,13,637
223574,13,337
202717,11,468
185322,11,688
197554,7,272
211309,1,731
206535,2,528
168868,12,864
180472,4,525
167365,7,934
200387,1,776
173346,1,683
217148,1,662
229631,13,250
190489,12,702
177322,8,585
208747,6,587
221385,13,892
222507,10,453
209177,7,958
161038,2,308
194218,8,903
229696,5,690
177305,9,179
167979,13,998
197983,3,257
160052,2,621
164502,11,211
205583,10,855
152548,2,306
212485,3,335
188719,6,357
227174,11,935
164204,10,314
182474,13,650
167819,6,367
213985,13,122
191539,3,431
164950,3,614
217178,9,942
167290,9,414
213781,11,533
160203,1,901
220623,5,929
198854,7,236
158513,12,961
196111,9,209
227423,8,963
184713,9,662
203874,7,520
213632,1,656
188194,12,940
229474,4,747
219949,2,533
206596,6,302
210009,7,964
222483,1,925
226320,13,383
163315,1,772
223261,12,670
225004,11,143
218894,2,256
163032,9,897
214210,9,819
154964,7,582
166921,2,859
192231,11,715
160506,13,835
213715,10,766
216431,12,144
188297,10,464
180875,9,103
225702,5,258
179816,9,286
226300,10,933
184363,7,918
221258,3,573
217628,9,666
194208,9,763
158994,10,870
196531,3,745
160133,1,125
215340,2,273
226786,11,545
152324,4,526
200635,7,487
190307,5,318
188795,7,168
161559,4,927
193689,12,995
181475,1,386
182292,9,218
199358,9,126
208407,2,612
214717,3,844
153089,13,769
188750,2,119
178049,13,222
219627,1,218
189127,2,861
175289,5,895
219894,6,229
164948,13,796
209430,8,533
196935,12,467
201455,11,297
170050,6,534
167004,1,573
164295,2,480
161774,10,805
200363,13,656
206080,11,458
169127,9,851
165413,6,362
150863,6,509
206478,13,971
176939,2,260
167057,4,170
176102,2,326
168544,1,115
199027,11,681
206751,5,834
219787,2,312
216499,6,147
201437,3,853
170673,6,455
193264,3,350
215056,7,236
204896,10,111
226815,5,904
189484,1,601
157950,6,558
155132,4,918
185510,2,930
165745,10,284
156158,10,424
200659,5,917
165480,10,562
227600,7,184
205768,12,450
213021,4,832
225047,4,367
164156,3,950
150440,8,262
228266,4,932
180855,9,764
166401,8,555
197345,11,132
154072,2,293
159764,4,607
154274,2,238
150130,6,755
206345,12,481
215370,12,570
176959,13,792
179847,9,973
160501,7,772
227881,4,333
162469,5,233
166650,8,969
216699,4,983
200280,1,239
187254,13,428
166635,9,847
156423,3,682
206030,3,261
161973,6,683
180129,8,888
160858,8,557
169962,4,608
162266,2,369
193171,9,993
186041,10,272
182844,3,833
215494,10,757
169771,3,897
183791,10,284
166700,12,380
195809,12,471
184593,1,195
216286,13,326
168153,5,665
209326,13,717
157998,12,273
212740,13,201
178453,5,245
228778,5,359
215987,4,388
175442,13,439
218013,1,644
172308,13,355
198753,10,472
171193,10,802
222622,11,470
184742,11,253
227990,9,697
152724,2,639
220092,13,660
151513,1,260
214196,10,166
203058,1,373
184004,1,524
164159,6,177
224977,8,525
183210,6,584
180512,12,893
218398,11,339
226613,10,353
154635,8,273
180466,12,225
163761,8,274
216387,1,268
166283,11,513
202637,13,751
164624,9,446
222921,3,684
161964,4,176
165817,2,286
223941,8,327
224463,12,164
194171,10,236
155281,9,610
165527,3,756
187980,7,368
220719,6,354
162884,2,195
219784,6,921
228390,13,438
177426,4,296
218872,6,325
176182,9,281
152817,8,679
194546,13,202
168163,5,538
167941,7,961
228455,8,758
158900,9,553
213637,7,880
173032,13,181
196889,6,705
180771,6,474
198153,12,665
228586,6,220
201325,13,216
175166,11,988
225716,8,620
162013,11,618
162736,12,775
205408,4,130
166307,5,111
220878,3,794
150233,4,217
150755,11,156
225839,5,438
179988,6,710
219734,5,259
151052,5,598
200605,7,945
151797,8,469
158841,7,497
169027,7,974
178367,6,435
215464,8,894
209334,11,681
163863,5,725
163463,9,789
214079,4,744
222948,7,324
197962,13,101
199956,8,564
173036,5,272
151882,13,948
167440,2,503
200575,11,333
171883,12,592
200926,3,145
201421,10,916
228556,3,867
192287,13,159
203831,6,203
227757,10,644
176637,11,908
221519,8,565
225597,8,104
174655,4,505
165946,8,894
203591,12,187
175202,9,187
220862,1,787
214589,3,310
227013,5,229
182374,4,745
220456,1,973
229882,2,444
221039,9,958
217423,6,533
173958,13,177
193702,6,758
199251,1,832
179530,6,361
165136,12,533
177541,10,923
227350,5,221
173956,13,954
162507,5,644
226467,11,802
203494,9,108
161510,3,387
201376,9,761
161065,12,238
192559,5,451
156263,9,121
156536,6,330
190461,11,930
173269,7,163
225247,9,898
227012,13,189
174348,2,256
208552,5,584
156519,10,120
177057,9,694
205063,8,116
218818,10,110
210896,6,335
198137,5,322
194276,2,110
154640,13,140
191867,7,923
189185,4,539
182438,8,713
208297,8,158
215500,6,940
226228,3,918
179625,7,278
179074,6,602
162611,9,390
216514,12,164
152675,13,703
160748,1,240
165041,1,179
179506,5,747
175123,11,481
210438,1,829
202151,8,787
218107,13,292
210880,8,136
206651,9,128
154464,9,906
170210,6,361
217635,1,452
210543,10,469
185340,13,663
176775,1,689
161169,7,663
215702,2,879
229557,13,180
193854,3,357
205036,11,123
201119,9,285
196040,5,574
184488,11,637
153933,5,588
219907,5,230
180148,13,452
227907,3,704
191951,3,645
152144,3,511
161652,3,713
158822,9,994
179782,11,432
218515,3,748
179991,13,122
228273,3,725
226434,11,109
159219,6,916
190764,7,129
172771,8,532
150404,1,962
187937,7,846
159474,1,804
168224,6,116
170737,5,260
161718,2,685
192354,11,598
169066,2,409
212349,8,568
186548,12,174
170729,4,492
209306,10,498
206099,1,164
214042,11,929
158729,12,510
165310,12,998
175079,4,772
165379,4,704
206948,1,233
208082,2,250
211415,10,620
226090,3,711
189376,10,932
180739,10,371
187967,5,980
197362,5,328
162050,1,348
184708,8,680
175433,1,187
152968,11,822
215280,9,602
185896,10,125
164000,7,268
190602,7,216
215605,6,359
180314,9,173
228894,6,864
227997,9,745
163143,13,812
194519,3,686
219479,4,811
204143,6,129
173243,12,107
221628,10,594
213379,2,936
197211,9,660
174044,11,315
209457,9,872
184261,8,689
225327,12,893
153247,1,519
213169,13,985
196937,3,704
192099,1,920
229134,7,561
161295,13,575
222224,9,679
166743,4,320
183914,7,883
208555,8,388
167008,13,697
154885,13,123
152095,8,397
176256,3,914
161538,4,338
151774,1,280
158128,11,459
172535,3,514
209329,6,137
197459,4,599
155494,13,422
202177,4,272
207061,5,100
195746,2,308
184529,12,500
161988,11,495
183222,4,978
160218,13,554
207270,4,972
228613,9,915
178666,5,949
183880,7,754
194989,6,535
165212,8,829
214580,3,881
227826,8,846
217031,11,705
165705,2,976
210577,11,766
168463,9,213
176914,11,420
228240,5,105
180103,9,457
177212,12,830
222513,1,890
192846,4,558
222204,5,984
194263,5,117
173539,5,271
200415,1,574
187700,1,297
220193,10,653
159590,4,566
201936,7,161
195816,8,545
200547,6,944
171374,11,847
160749,11,636
221148,9,257
176594,5,274
229489,6,129
169340,2,634
150901,7,689
187296,1,515
208521,5,343
217695,9,523
197937,13,724
226030,7,728
210860,2,239
228602,8,573
159820,11,334
157156,11,261
192318,1,980
212531,12,252
176014,3,377
212670,7,368
175017,12,604
220857,6,673
193819,13,330
168426,9,229
211262,6,330
178950,10,644
191733,5,467
217800,2,982
219310,6,424
204865,6,900
168746,10,102
170029,7,993
182331,2,641
227280,2,463
187977,6,308
227222,3,524
204648,3,889
191898,5,979
220687,9,714
152085,10,636
159002,6,907
212852,7,349
229818,3,479
177742,4,837
161859,13,852
203919,3,232
218498,11,205
174393,10,589
183478,8,821
192543,4,612
224267,5,837
209087,8,908
177742,5,344
209174,7,864
196894,1,608
188670,4,900
165365,6,615
197443,9,964
196905,8,815
185226,6,342
172673,12,504
207421,3,107
223863,12,377
228748,2,419
225125,9,185
180195,8,738
169154,1,261
219083,1,688
176899,4,897
173324,1,192
206809,7,377
201559,13,229
179088,2,186
165253,5,659
175639,3,960
209794,4,584
173463,6,690
158125,2,174
219751,5,809
173433,1,377
222486,3,954
200000,3,578
184622,13,826
186223,7,911
192138,11,178
213663,8,989
197490,2,197
209946,9,368
183999,13,843
179206,5,349
201709,12,125
170429,10,496
227568,8,606
196593,5,957
177200,12,945
171661,13,397
166792,11,630
218442,1,674
229916,7,233
213933,10,121
160399,5,144
153825,10,614
170494,6,581
203644,13,498
185139,1,322
172325,1,443
191344,7,564
182863,8,677
157231,5,445
213557,11,458
175048,10,140
158918,7,407
177946,6,303
209048,2,426
172794,4,418
176269,1,747
206857,7,597
153497,1,160
165093,2,598
217605,12,936
229976,2,863
153496,5,678
195993,2,642
152815,4,152
166653,10,989
225293,7,925
213546,11,653
214463,2,649
180625,2,548
197538,3,607
217858,10,811
221800,13,915
163159,11,954
225176,3,775
180295,13,739
199534,9,112
175571,11,377
200907,12,274
171086,13,760
213693,6,958
152403,12,356
173093,4,372
200742,11,342
156945,5,535
181836,13,323
228135,11,188
162947,2,105
190827,1,804
197732,8,738
202884,4,771
224501,13,747
194463,12,226
202954,6,689
224530,13,432
220047,6,927
225320,5,104
156501,5,242
210465,13,388
154363,3,863
207918,13,115
156987,5,976
194920,2,476
210006,3,841
152133,10,934
151647,3,485
155974,8,702
154561,13,222
150109,7,375
206154,12,453
213959,4,622
161516,8,989
153680,3,315
221768,13,838
184520,11,898
177495,1,303
178521,13,393
195138,9,475
210707,2,524
172559,8,420
214724,10,929
159802,13,572
182984,3,998
228547,8,521
191697,13,353
182218,5,168
223810,7,223
219513,10,702
180438,9,636
177393,8,117
216560,10,914
220678,5,695
208797,13,175
217188,2,449
179627,9,864
219698,7,523
150311,13,804
210370,6,494
162219,10,178
164894,11,154
184548,13,671
159978,9,774
228459,7,800
167408,7,595
167752,10,989
228675,7,538
217082,9,619
167056,5,537
214436,6,907
163542,10,377
212241,4,737
190924,2,252
209630,1,816
163664,1,692
166846,2,271
176147,13,190
159277,3,830
216479,12,858
217404,2,263
172028,6,973
196209,9,558
183565,8,110
208157,6,906
155370,11,702
192545,9,332
185737,13,800
189822,9,237
166703,8,147
179094,7,439
202439,10,849
167752,7,495
206092,10,862
163710,6,304
224878,12,526
186071,12,109
153246,4,319
151265,10,955
191931,9,371
210009,8,314
211035,2,780
189256,1,948
215160,8,441
187476,2,716
205004,9,917
180786,5,916
225378,13,790
200327,8,468
154984,13,285
226327,8,292
189872,1,922
193072,5,594
160709,1,932
157316,11,940
218084,5,653
179962,8,696
169771,6,103
229334,6,989
189069,6,323
177451,4,562
184837,4,221
220863,6,249
190432,1,707
196494,5,293
205608,2,354
213021,9,356
159134,6,348
172785,1,884
190450,1,506
178556,9,984
212525,5,234
205534,7,458
151348,9,530
216163,13,549
206132,4,843
170071,1,932
196884,3,621
177852,11,464
192919,13,716
206279,5,491
217625,2,206
216965,5,925
209011,4,413
167901,4,627
222662,12,780
178292,2,559
213971,5,724
211039,7,286
191645,1,173
210439,13,450
161488,7,814
173396,12,626
156672,13,748
220769,8,896
216007,12,173
196058,12,437
226634,2,624
220224,7,589
210831,11,238
171449,12,771
220116,8,451
207485,12,408
153811,7,978
211566,6,473
216250,1,640
158112,6,901
217345,5,210
216917,6,576
166913,13,399
183712,8,679
221693,6,568
228842,8,167
161699,7,503
195236,7,509
208339,2,573
168004,12,571
163380,8,501
215813,1,496
209548,1,188
200093,3,239
153885,8,622
217725,13,652
205391,8,546
188652,4,193
201197,3,276
217498,4,856
181547,5,310
169709,4,906
192728,8,514
212502,13,300
185029,2,917
223101,10,484
174395,1,506
218993,1,213
205355,1,131
189849,2,864
229730,1,774
184184,5,238
150595,12,250
201308,6,218
228059,13,685
171201,9,159
171694,2,433
173022,1,461
157445,10,605
193498,11,100
228781,9,842
187210,13,537
202435,1,508
196203,2,874
205476,9,566
198908,7,946
203008,10,241
153930,5,624
191335,8,877
223673,7,214
205363,12,733
163231,7,738
220472,9,222
179630,6,841
203418,9,778
224248,7,893
194860,10,768
150049,5,154
168486,4,236
152193,13,542
205277,4,854
206790,1,906
224211,1,217
224017,12,683
160974,10,479
188713,1,683
178616,10,224
153966,7,256
187389,13,268
194157,5,581
150190,2,814
223712,7,514
225632,10,944
172019,2,479
194915,6,417
206952,2,469
192405,13,194
219967,13,170
190693,8,803
225584,12,975
218846,7,875
192044,11,472
150602,1,663
197996,2,400
228419,4,830
158681,3,366
167548,11,202
177456,5,541
229433,1,530
174514,5,673
193522,10,933
172531,5,114
156962,10,990
164992,7,557
180875,9,651
194770,7,208
205561,6,435
205452,9,651
197021,11,178
223211,13,560
176613,2,588
160493,1,928
192092,1,287
167984,10,801
157519,11,916
169158,2,544
150942,1,980
175724,5,406
175651,3,874
212689,1,700
217837,11,657
186230,10,670
180129,1,708
221209,13,276
173716,5,539
192413,5,759
214469,13,655
192173,7,275
204278,13,103
228730,11,724
223576,1,781
195098,5,176
188704,3,998
204214,5,619
229010,5,366
224686,1,292
194566,4,945
174813,3,906
206721,5,841
179413,9,619
185016,6,564
153018,2,581
159542,6,785
154447,4,141
190295,3,271
183362,9,583
205920,12,887
169818,10,732
156953,12,371
169445,2,189
227654,12,560
213570,8,195
214704,7,112
196453,6,352
223384,3,551
165309,13,102
178393,11,778
220510,8,238
189988,12,162
202924,8,164
205460,13,180
153378,13,710
225253,9,868
201280,5,600
163317,1,911
193906,12,950
163190,9,206
151354,6,321
167942,5,365
189807,5,763
207487,10,661
164310,5,686
208809,11,453
173816,1,599
195004,9,383
174190,8,267
206019,13,761
197193,10,606
152368,11,817
221729,13,724
155615,3,285
192264,5,890
164881,2,355
150187,7,559
193559,12,838
152234,4,618
207388,2,372
154285,3,467
220546,7,942
223004,5,547
182264,1,838
172224,7,596
175095,1,319
190121,11,448
191948,7,951
160739,7,252
171526,12,287
169112,6,486
227756,3,452
198567,11,107
201897,5,943
192039,12,299
196646,6,254
157112,4,661
210220,3,747
157834,8,171
226054,7,195
171240,6,550
175406,12,142
155042,10,470
202767,11,115
183274,9,996
220922,10,583
177769,7,178
205323,2,292
203918,4,321
164946,6,153
174569,6,530
154876,10,531
224584,1,327
159917,9,846
198017,6,877
168513,3,121
158730,4,635
192548,11,240
189981,5,867
221301,13,136
196586,11,360
163188,11,984
158393,9,600
187333,1,478
229483,12,896
222759,4,532
223618,3,755
226873,5,219
151191,2,811
195508,2,535
185983,9,940
173216,10,204
169206,2,219
221285,12,535
229528,3,558
181766,10,314
213873,11,510
159975,12,405
198480,2,509
166071,4,969
167936,8,268
220797,13,329
221084,12,233
165453,13,288
175688,12,917
159026,1,168
170104,9,348
224525,5,750
218386,3,558
195694,12,850
153295,6,670
175053,9,990
163473,7,407
229661,7,295
153442,6,436
166837,6,989
179103,2,140
201721,3,306
164185,7,940
162930,12,786
224756,10,770
176207,9,872
171069,5,386
226495,12,549
228905,3,788
169087,2,614
167155,2,228
154021,11,656
168983,1,331
210123,9,398
182004,4,326
217704,12,224
175515,4,453
164726,10,221
204416,1,629
198465,7,604
220691,3,506
204171,8,971
176135,5,773
173428,5,872
187396,9,340
197502,5,823
150548,11,255
197640,4,661
215458,7,898
175419,7,605
213896,6,996
151010,2,1000
218425,7,611
196530,7,703
204054,3,172
224846,8,129
220272,2,478
200695,6,209
226404,6,836
188684,12,735
173354,5,238
153124,13,671
195656,8,313
222465,3,822
208543,8,479
213714,10,349
165938,9,631
194968,1,853
154166,5,361
178511,3,102
211074,8,662
218072,2,460
221525,10,147
179234,6,318
167982,6,252
207299,7,376
171103,2,604
203968,6,453
161041,8,572
157310,1,706
