614,3,privado,compartido,18,32137
615,1,compartido,compartido,68,36500
616,1,privado,individual,28,11157
617,1,compartido,individual,24,17739
618,2,compartido,individual,87,17724
619,1,compartido,compartido,28,17815
620,1,privado,individual,58,36556
621,1,compartido,compartido,27,9859
622,0,compartido,compartido,96,26829
623,2,privado,individual,25,5386
624,1,compartido,individual,4,21093
625,2,privado,individual,54,14429
626,3,compartido,individual,19,40076
627,2,compartido,individual,69,22182
628,0,privado,individual,65,34518
629,2,compartido,compartido,21,29315
630,0,privado,compartido,77,23161
631,1,privado,compartido,23,3607
632,1,privado,individual,26,31532
633,2,privado,individual,93,584
634,1,compartido,individual,34,49748
635,1,compartido,compartido,82,28715
636,0,privado,compartido,48,38236
637,2,compartido,compartido,98,9909
638,0,privado,compartido,2,38149
639,2,privado,compartido,32,8928
640,0,privado,compartido,8,17927
641,3,privado,individual,66,9009
642,0,compartido,compartido,12,10079
643,0,compartido,individual,55,37427
644,3,compartido,compartido,100,28499
645,1,privado,individual,61,24558
646,3,privado,individual,18,32563
647,0,privado,compartido,79,43464
648,2,privado,individual,77,45330
649,2,privado,compartido,13,18985
650,1,privado,individual,30,43828
651,3,compartido,compartido,26,7324
652,3,compartido,individual,33,29611
653,2,privado,compartido,99,9293
654,3,compartido,individual,71,45958
655,0,compartido,individual,57,41933
656,2,privado,individual,66,16487
657,1,privado,compartido,81,39735
658,2,privado,compartido,31,35080
659,2,privado,individual,88,20661
660,0,privado,compartido,55,3555
661,3,compartido,individual,49,17909
662,0,privado,individual,87,361
663,2,compartido,individual,40,22691
664,1,privado,compartido,27,25001
665,0,compartido,individual,19,17885
666,1,privado,individual,11,31046
667,0,privado,compartido,92,12076
668,1,privado,compartido,98,38570
669,3,privado,compartido,27,49124
670,3,privado,compartido,68,12399
671,2,privado,compartido,48,46478
672,0,compartido,individual,29,36469
673,1,compartido,individual,65,977
674,3,privado,compartido,99,19780
675,3,compartido,compartido,99,41183
676,2,privado,compartido,27,49986
677,3,compartido,compartido,46,43348
678,2,compartido,individual,27,11876
679,1,compartido,compartido,81,32901
680,1,privado,individual,36,30192
681,0,privado,compartido,82,37400
682,3,privado,individual,88,18163
683,3,compartido,individual,13,40059
684,3,privado,compartido,32,38160
685,2,compartido,compartido,83,34422
686,3,compartido,individual,47,13794
687,1,privado,compartido,48,24612
688,0,compartido,compartido,1,44733
689,2,privado,compartido,19,7246
690,1,compartido,individual,42,14061
691,1,compartido,compartido,80,22657
692,1,compartido,compartido,34,6898
693,1,privado,individual,57,38056
694,3,privado,compartido,62,1870
695,0,compartido,individual,71,30577
696,3,compartido,compartido,56,4579
697,1,privado,individual,60,36493
698,1,privado,compartido,99,12655
699,3,privado,compartido,100,23257
700,2,compartido,compartido,9,14395
701,3,privado,individual,25,28625
702,2,compartido,individual,95,5533
703,0,compartido,compartido,58,1231
704,0,compartido,compartido,81,42563
705,0,compartido,individual,5,37188
706,3,compartido,individual,78,12392
707,3,compartido,compartido,79,25678
708,1,compartido,individual,71,3055
709,0,compartido,individual,43,35258
710,1,privado,compartido,57,18854
711,1,privado,compartido,98,18168
712,1,compartido,compartido,15,32867
713,3,privado,compartido,67,10699
714,3,privado,individual,9,3627
715,0,privado,individual,99,8250
716,1,privado,individual,9,5638
717,0,compartido,compartido,61,32919
718,3,privado,individual,30,18287
719,0,privado,compartido,87,49987
720,3,compartido,individual,9,1383
721,1,compartido,individual,2,1846
722,0,privado,individual,53,2016
723,3,privado,compartido,83,40165
724,3,privado,individual,35,47363
725,0,compartido,compartido,36,14520
726,0,compartido,compartido,18,19959
727,0,privado,compartido,81,27113
728,0,privado,individual,62,44451
729,1,privado,compartido,62,12177
730,3,privado,individual,6,24156
731,3,privado,compartido,64,9696
732,1,compartido,compartido,39,31590
733,1,privado,individual,7,38086
734,1,privado,individual,96,23205
735,2,compartido,compartido,25,21607
736,0,compartido,compartido,55,2085
737,3,compartido,compartido,65,18574
738,1,compartido,compartido,58,4288
739,2,compartido,compartido,91,23306
740,3,privado,individual,79,35092
741,0,privado,individual,44,44129
742,0,privado,compartido,69,44056
743,2,compartido,individual,10,47855
744,2,compartido,individual,96,31414
745,3,privado,compartido,35,27220
746,2,compartido,compartido,33,11151
747,1,privado,individual,56,34622
748,1,privado,compartido,4,35646
749,3,privado,compartido,28,46231
750,2,privado,individual,81,16757
751,2,privado,individual,84,22242
752,1,compartido,individual,50,37804
753,1,privado,compartido,44,33173
754,2,compartido,individual,49,865
755,1,compartido,individual,65,22356
756,3,compartido,individual,74,22503
757,2,privado,compartido,8,34929
758,1,compartido,compartido,83,23396
759,0,compartido,compartido,64,15257
760,3,privado,compartido,9,15918
761,3,privado,compartido,24,18269
762,1,privado,individual,78,46833
763,3,privado,compartido,26,38395
764,1,privado,individual,17,14002
765,3,privado,compartido,34,13948
766,1,compartido,individual,39,28231
767,3,privado,individual,70,47833
768,3,compartido,compartido,49,14542
769,0,compartido,individual,41,3100
770,3,compartido,compartido,43,45694
771,0,privado,individual,93,28499
772,3,privado,individual,42,12206
773,2,compartido,compartido,44,2269
774,3,compartido,individual,58,11170
775,0,privado,compartido,93,37401
776,0,privado,individual,13,2277
777,3,compartido,individual,60,2093
778,0,compartido,individual,23,12803
779,2,compartido,compartido,6,14754
780,2,compartido,compartido,7,18826
781,3,compartido,individual,31,33937
782,1,privado,compartido,37,6535
783,2,compartido,compartido,5,9656
784,0,privado,compartido,43,24142
785,0,privado,individual,82,47964
786,0,compartido,compartido,46,11091
787,2,compartido,individual,59,22952
788,0,compartido,individual,9,46334
789,0,compartido,individual,74,32932
790,0,compartido,individual,61,3030
791,2,privado,individual,57,27279
792,1,compartido,individual,31,37307
793,1,compartido,compartido,5,5959
794,0,compartido,compartido,97,15059
795,2,compartido,individual,76,22630
796,1,compartido,individual,30,38055
797,3,compartido,individual,67,10575
798,1,privado,individual,80,41683
799,0,compartido,compartido,61,31935
800,3,compartido,compartido,40,25123
801,2,compartido,individual,69,44958
802,3,compartido,individual,48,7268
803,2,privado,compartido,80,41477
804,0,compartido,individual,7,12064
805,2,privado,individual,15,10181
806,1,compartido,individual,65,22288
807,2,compartido,individual,90,46699
808,0,privado,individual,96,24623
809,2,privado,compartido,88,35250
810,2,compartido,individual,46,6028
811,2,compartido,compartido,60,9272
812,1,compartido,individual,76,8274
813,2,compartido,compartido,51,17579
814,0,compartido,individual,85,15781
815,2,compartido,individual,36,3651
816,1,privado,compartido,53,43006
817,0,privado,individual,98,39158
818,0,compartido,individual,30,29211
819,1,privado,individual,48,11816
820,1,privado,compartido,15,3271
821,0,privado,individual,95,41960
822,1,privado,compartido,92,20626
823,3,compartido,compartido,59,9646
824,0,privado,individual,28,1095
825,1,privado,compartido,63,9438
826,3,compartido,individual,23,15178
827,2,privado,individual,100,41065
828,3,privado,compartido,95,41697
829,2,privado,individual,95,26719
830,1,privado,compartido,55,28878
831,2,privado,individual,77,17199
832,0,compartido,compartido,53,31756
833,0,privado,compartido,25,20970
834,3,privado,individual,61,36858
835,3,privado,compartido,3,45861
836,3,privado,individual,81,18693
837,2,compartido,compartido,73,1933
838,3,compartido,compartido,2,32844
839,2,compartido,compartido,50,46869
840,3,compartido,compartido,7,2686
841,2,compartido,compartido,2,40842
842,3,privado,individual,59,10487
843,0,compartido,compartido,14,23772
844,2,privado,compartido,25,31174
845,1,privado,compartido,42,33288
846,3,privado,compartido,30,43918
847,1,privado,compartido,11,43474
848,2,compartido,individual,18,38564
849,0,privado,compartido,79,17746
850,3,compartido,individual,50,13549
851,0,compartido,individual,64,40443
852,2,privado,compartido,94,49719
853,3,compartido,compartido,72,37547
854,0,compartido,individual,54,14288
855,3,privado,individual,34,45389
856,2,privado,individual,58,19722
857,2,compartido,individual,7,11968
858,3,compartido,individual,99,27026
859,1,compartido,individual,84,17900
860,3,compartido,compartido,60,38596
861,1,compartido,compartido,52,40584
862,3,privado,compartido,56,49284
863,0,privado,compartido,47,43603
864,3,compartido,compartido,54,5859
865,3,privado,compartido,6,48301
866,3,privado,individual,64,36925
867,3,privado,individual,95,16715
868,1,compartido,compartido,55,28105
869,2,compartido,compartido,2,28318
870,3,privado,individual,28,37746
871,3,privado,individual,56,39677
872,1,privado,compartido,3,22887
873,0,privado,compartido,81,33967
874,3,privado,compartido,89,45252
