190427,compartido,3,17388
190428,individual,3,9980
190429,compartido,3,1195
190430,individual,1,19349
190431,individual,3,17703
190432,compartido,4,17505
190433,individual,4,18532
190434,individual,2,594
190435,individual,4,12666
190436,compartido,1,6101
190437,compartido,3,15445
190438,individual,2,11151
190439,compartido,1,6190
190440,compartido,2,17108
190441,compartido,4,8875
190442,compartido,2,124
190443,individual,2,17822
190444,compartido,1,14540
190445,individual,3,6078
190446,individual,4,1623
190447,individual,1,19671
190448,individual,4,6191
190449,compartido,1,13970
190450,individual,3,13576
190451,compartido,4,2529
190452,individual,2,11757
190453,compartido,3,15866
190454,compartido,2,17484
190455,individual,3,9057
190456,compartido,3,654
190457,compartido,4,16034
190458,compartido,1,15617
190459,compartido,3,12756
190460,individual,1,12916
190461,individual,4,16147
190462,compartido,1,8231
190463,compartido,3,15454
190464,compartido,4,5484
190465,compartido,4,1675
190466,compartido,2,17680
190467,compartido,3,10728
190468,compartido,4,19113
190469,compartido,4,7892
190470,individual,2,4369
190471,individual,3,964
190472,individual,3,4675
190473,compartido,2,5101
190474,compartido,2,18155
190475,individual,4,3166
190476,compartido,3,7523
190477,compartido,3,12697
190478,individual,2,3703
190479,individual,3,5118
190480,individual,3,14874
190481,individual,1,3818
190482,individual,1,6493
190483,compartido,1,13807
190484,compartido,2,15435
190485,compartido,3,3901
190486,compartido,2,9903
190487,compartido,4,5511
190488,individual,2,4992
190489,compartido,2,13727
190490,individual,2,14370
190491,compartido,2,11686
190492,individual,2,13153
190493,compartido,2,5296
190494,individual,4,19208
190495,compartido,4,16256
190496,compartido,3,2772
190497,compartido,2,1273
190498,individual,2,19978
190499,individual,1,19636
190500,compartido,4,2689
190501,individual,2,4693
190502,compartido,4,18233
190503,compartido,2,5734
190504,compartido,2,17512
190505,individual,3,14192
190506,individual,2,3754
190507,individual,2,18422
190508,individual,2,18047
190509,individual,2,2758
190510,individual,3,16624
190511,individual,3,7839
190512,compartido,2,10548
190513,compartido,4,15489
190514,compartido,4,3542
190515,compartido,4,6601
190516,individual,3,4836
190517,compartido,2,11169
190518,individual,1,4637
190519,individual,4,17642
190520,individual,4,2310
190521,compartido,1,2915
190522,individual,2,16864
190523,compartido,3,7846
190524,compartido,1,15268
190525,individual,4,16425
190526,compartido,2,19606
190527,individual,1,15826
190528,individual,1,6066
190529,compartido,2,6948
190530,compartido,1,11955
190531,compartido,4,16832
190532,individual,1,2751
190533,individual,3,16626
190534,compartido,1,17626
190535,compartido,3,10854
190536,compartido,3,1971
190537,compartido,1,13161
190538,individual,3,19754
190539,compartido,2,19533
190540,individual,4,12789
190541,compartido,2,11272
190542,compartido,4,15312
190543,individual,2,14226
190544,compartido,1,9515
190545,compartido,1,17994
190546,individual,2,2034
190547,compartido,1,5540
190548,compartido,2,17879
190549,individual,2,17723
190550,compartido,4,19558
190551,compartido,2,11701
190552,compartido,3,3074
190553,individual,1,5100
190554,compartido,4,14535
190555,individual,1,15269
190556,compartido,3,6990
190557,individual,4,7031
190558,individual,1,18775
190559,individual,3,4359
190560,individual,4,6800
190561,compartido,2,701
190562,individual,2,10279
190563,individual,2,2355
190564,individual,3,6105
190565,individual,2,2329
190566,individual,3,13240
190567,individual,4,1178
190568,individual,3,3472
190569,compartido,1,1886
190570,individual,2,4554
190571,individual,3,10513
190572,individual,4,13569
190573,individual,2,6370
190574,compartido,2,19652
190575,individual,2,14942
190576,individual,1,4401
190577,compartido,3,15034
190578,individual,2,7120
190579,individual,1,8509
190580,compartido,4,14952
190581,compartido,2,8045
190582,compartido,2,8152
190583,compartido,4,2708
190584,individual,2,18269
190585,individual,4,12202
190586,individual,3,11645
190587,compartido,1,17862
190588,compartido,4,18251
190589,individual,2,3716
190590,individual,3,18005
190591,individual,1,57
190592,individual,1,5487
190593,compartido,4,11620
190594,compartido,2,8851
190595,compartido,1,11302
190596,individual,4,3385
190597,compartido,3,19096
190598,individual,4,10863
190599,compartido,3,17033
190600,individual,2,5374
190601,individual,2,4521
190602,compartido,4,5698
190603,compartido,2,1624
190604,individual,3,8979
190605,compartido,3,5162
190606,compartido,1,11738
190607,compartido,3,19206
190608,compartido,3,3661
190609,compartido,2,14558
190610,individual,2,3520
190611,compartido,2,4536
190612,compartido,3,10397
190613,individual,2,485
190614,individual,1,4172
190615,compartido,4,4744
190616,individual,1,6372
190617,individual,3,8990
190618,compartido,3,15514
190619,compartido,3,403
190620,compartido,3,16295
190621,compartido,4,17552
190622,individual,2,9688
190623,compartido,1,12197
190624,compartido,2,5239
190625,individual,3,12863
190626,compartido,1,11379
190627,individual,1,11991
190628,individual,2,5325
190629,compartido,2,18294
190630,individual,4,11156
190631,compartido,3,8014
190632,individual,2,9170
190633,individual,1,7514
190634,compartido,3,2776
190635,individual,3,19033
190636,individual,3,16890
190637,individual,4,4767
190638,individual,2,3722
190639,individual,2,10482
190640,individual,4,10786
190641,individual,3,2946
190642,individual,4,961
190643,compartido,4,2803
190644,individual,1,12802
190645,individual,1,13687
190646,individual,2,13387
190647,compartido,2,17743
190648,compartido,4,2884
190649,compartido,1,5730
190650,compartido,4,11918
190651,compartido,2,19051
190652,compartido,4,11163
190653,individual,2,1359
190654,individual,2,7930
190655,individual,4,3524
190656,compartido,3,12331
190657,individual,2,14977
190658,individual,4,17889
190659,compartido,3,9648
190660,individual,4,12774
190661,compartido,3,3752
190662,compartido,1,6810
190663,individual,1,6216
190664,individual,2,11953
190665,individual,2,12655
190666,compartido,2,10388
190667,individual,4,13932
190668,individual,3,15789
190669,compartido,1,4123
190670,compartido,2,1514
190671,individual,1,19905
190672,individual,1,2396
190673,compartido,2,11684
190674,individual,4,7046
190675,compartido,4,18834
190676,individual,3,6244
190677,individual,2,2595
190678,compartido,3,91
190679,compartido,1,9033
190680,individual,2,3350
190681,compartido,3,9132
190682,compartido,1,315
190683,compartido,1,8835
190684,compartido,4,8990
190685,compartido,2,18857
190686,compartido,1,6515
190687,compartido,2,12031
190688,individual,1,8701
190689,compartido,3,9918
190690,individual,3,9979
190691,individual,1,4020
190692,individual,3,16377
190693,compartido,2,16927
190694,compartido,2,5346
190695,compartido,3,544
190696,individual,1,15594
190697,individual,2,16744
190698,compartido,3,14062
190699,individual,1,10554
190700,compartido,4,14235
190701,compartido,4,6905
190702,individual,1,9066
190703,compartido,3,237
190704,compartido,1,11923
190705,compartido,2,10192
190706,individual,4,4418
190707,compartido,2,508
190708,individual,2,18336
190709,individual,3,10339
190710,compartido,2,4327
190711,compartido,2,17732
190712,compartido,4,96
190713,individual,1,4204
190714,individual,3,2151
190715,individual,4,9305
190716,compartido,4,19008
190717,compartido,4,18534
190718,individual,1,8409
190719,individual,4,13407
190720,individual,3,14952
190721,compartido,4,35
190722,compartido,1,5273
190723,individual,4,18443
190724,compartido,3,6166
190725,individual,3,4062
190726,compartido,1,16344
190727,compartido,4,1386
190728,compartido,2,1529
190729,compartido,4,1788
190730,compartido,1,13845
190731,individual,3,1929
190732,individual,3,15408
190733,compartido,2,665
190734,compartido,4,15641
190735,compartido,4,4510
190736,compartido,2,8172
190737,individual,1,2267
190738,individual,3,19981
190739,compartido,2,1545
190740,compartido,4,16782
190741,compartido,4,5970
190742,individual,4,3077
190743,individual,3,10371
190744,individual,2,5970
190745,compartido,3,15190
190746,individual,2,17231
190747,compartido,2,12155
190748,compartido,3,18814
190749,individual,3,6439
190750,individual,3,9268
190751,compartido,3,17745
190752,individual,2,11846
190753,compartido,2,3588
190754,individual,1,12728
190755,individual,2,5411
190756,compartido,1,17275
190757,individual,3,5338
190758,individual,3,5268
190759,compartido,2,5398
190760,compartido,1,7972
190761,compartido,1,12922
190762,individual,2,10407
190763,compartido,2,15989
190764,individual,3,6170
190765,individual,2,6792
190766,compartido,1,13358
190767,compartido,3,18442
190768,individual,4,19101
190769,individual,2,17365
190770,individual,1,5833
190771,individual,1,17579
190772,individual,1,1419
190773,individual,3,5520
190774,individual,3,10382
190775,compartido,3,9134
190776,compartido,1,3728
190777,compartido,3,7537
190778,individual,2,1674
190779,compartido,1,14448
190780,individual,3,15453
190781,individual,1,7844
190782,compartido,2,10418
190783,compartido,1,6466
190784,compartido,4,11658
190785,individual,2,17196
190786,individual,1,1715
190787,individual,4,19668
190788,compartido,3,2271
190789,individual,4,4210
190790,individual,1,15709
190791,individual,2,19059
190792,individual,4,6533
190793,compartido,3,13583
190794,compartido,1,16705
190795,compartido,3,9275
190796,compartido,2,11952
190797,compartido,2,5542
190798,compartido,4,13280
190799,individual,4,15944
190800,compartido,2,9198
190801,compartido,1,15014
190802,compartido,2,5382
190803,individual,2,811
190804,individual,3,8210
190805,compartido,1,16791
190806,compartido,1,16595
190807,individual,1,4761
190808,individual,4,9035
190809,compartido,3,753
190810,compartido,3,5382
190811,individual,4,16029
190812,individual,4,16781
190813,individual,1,19011
190814,individual,4,15337
190815,compartido,3,17665
190816,compartido,2,11629
190817,compartido,4,12364
190818,individual,4,5865
190819,compartido,2,6544
190820,individual,1,7182
190821,compartido,4,17349
190822,individual,3,14656
190823,compartido,1,19560
190824,individual,4,19916
190825,individual,4,19421
190826,compartido,4,5609
190827,individual,1,14256
190828,individual,4,12615
190829,individual,4,980
190830,individual,2,18589
190831,compartido,2,13401
190832,individual,2,3576
190833,compartido,2,8621
190834,individual,3,5301
190835,individual,2,2398
190836,compartido,2,5654
190837,individual,3,10701
190838,compartido,1,8949
190839,compartido,1,9105
190840,individual,1,1195
190841,individual,2,7637
190842,individual,1,4173
190843,compartido,2,2556
190844,individual,1,10312
190845,compartido,4,6133
190846,compartido,2,9338
190847,individual,1,15239
190848,compartido,1,12816
190849,individual,4,3674
190850,compartido,2,6784
190851,individual,1,12351
190852,compartido,1,8420
190853,individual,1,16133
190854,individual,4,17305
190855,individual,3,10134
190856,individual,4,14251
190857,individual,1,1494
190858,individual,4,18192
190859,individual,4,297
190860,individual,2,11337
190861,compartido,1,10621
190862,individual,4,16781
190863,individual,3,15373
190864,individual,4,7568
190865,compartido,1,10990
190866,individual,2,10143
190867,compartido,4,4949
190868,individual,1,17918
190869,compartido,4,16873
190870,compartido,4,11903
190871,compartido,3,1832
190872,compartido,3,1499
190873,compartido,2,14012
190874,compartido,1,4694
190875,individual,2,16391
190876,individual,2,1052
190877,compartido,3,19561
190878,compartido,2,15034
190879,compartido,1,11407
190880,individual,4,19170
190881,compartido,2,2058
190882,compartido,1,765
190883,individual,1,14877
190884,individual,1,2649
190885,individual,4,7583
190886,individual,4,11913
190887,individual,3,18484
190888,compartido,1,17724
190889,compartido,4,4835
190890,individual,2,18376
190891,compartido,4,11379
190892,individual,3,18905
190893,individual,4,6041
190894,compartido,2,1336
190895,compartido,4,8133
190896,compartido,4,9782
190897,individual,3,17506
190898,individual,2,4318
190899,compartido,3,9984
190900,compartido,1,2752
190901,compartido,3,18724
190902,compartido,3,7566
190903,compartido,3,12772
190904,compartido,2,14069
190905,compartido,4,7764
190906,compartido,1,8664
190907,individual,3,8828
190908,compartido,2,1767
190909,individual,2,9424
190910,individual,4,6901
190911,individual,2,1922
190912,compartido,4,12489
190913,individual,2,17346
190914,compartido,1,16920
190915,individual,1,1599
190916,compartido,4,4973
190917,individual,1,15958
190918,compartido,4,18686
190919,compartido,3,12646
190920,compartido,2,9991
190921,individual,1,5418
190922,individual,2,12065
190923,individual,1,6591
190924,compartido,2,5824
190925,individual,3,1691
190926,individual,2,1602
190927,compartido,1,7103
190928,individual,1,16972
190929,individual,1,13757
190930,compartido,4,775
190931,individual,4,5561
190932,compartido,3,3130
190933,individual,1,17820
190934,individual,4,46
190935,compartido,1,14522
190936,compartido,3,7457
190937,individual,1,9252
190938,compartido,3,14218
190939,individual,1,19819
190940,individual,1,6673
190941,compartido,2,205
190942,individual,4,6907
190943,compartido,3,407
190944,compartido,4,5453
190945,individual,2,15072
190946,compartido,4,18300
190947,individual,3,5363
190948,compartido,1,14907
190949,individual,3,12498
190950,individual,4,18940
190951,individual,2,8516
190952,compartido,4,13899
190953,compartido,1,5198
190954,compartido,2,5289
190955,individual,4,3837
190956,compartido,2,9236
190957,individual,3,5021
190958,compartido,2,17258
190959,compartido,2,6729
190960,compartido,3,5278
190961,compartido,4,14199
190962,individual,1,16475
190963,compartido,3,4390
190964,individual,3,9651
190965,individual,2,11894
190966,individual,2,2738
190967,individual,3,11454
190968,compartido,3,4200
190969,individual,4,4899
190970,compartido,3,13818
190971,individual,1,19107
190972,compartido,2,11695
190973,compartido,2,12902
190974,compartido,2,592
190975,individual,3,18048
190976,compartido,4,2591
190977,individual,4,2260
190978,individual,1,3116
190979,individual,3,8457
190980,individual,2,1217
190981,individual,2,1905
190982,compartido,2,1625
190983,individual,2,15013
190984,compartido,4,11333
190985,compartido,1,6716
190986,individual,4,17808
190987,compartido,4,4212
190988,individual,1,8186
190989,compartido,4,10207
190990,compartido,1,19341
190991,individual,1,2230
190992,individual,2,11767
190993,individual,4,4006
190994,individual,1,2698
190995,compartido,1,7513
190996,individual,2,8389
190997,individual,2,109
190998,individual,3,13034
190999,individual,3,7984
191000,individual,4,15810
191001,individual,4,17720
191002,compartido,1,15638
191003,compartido,3,15004
191004,individual,2,9912
191005,individual,1,16177
191006,individual,1,2724
191007,compartido,4,6320
191008,individual,4,19842
191009,individual,2,2748
191010,individual,1,8650
191011,individual,4,17272
191012,compartido,2,8745
191013,individual,3,14971
191014,individual,3,14360
191015,compartido,1,7627
191016,individual,2,8154
191017,individual,2,12700
191018,individual,1,4245
191019,individual,4,14198
191020,individual,2,6629
191021,compartido,3,16984
191022,compartido,2,10203
191023,individual,1,5112
191024,compartido,1,6431
191025,individual,3,18579
191026,individual,1,17658
191027,compartido,2,1175
191028,individual,3,7201
191029,compartido,2,18281
191030,compartido,3,2252
191031,compartido,3,5801
191032,individual,3,1003
191033,compartido,1,11202
191034,compartido,2,2339
191035,compartido,1,5983
191036,individual,1,15120
191037,individual,1,19353
191038,individual,4,13346
191039,compartido,4,5617
191040,compartido,3,4901
191041,individual,4,4785
191042,individual,2,327
191043,compartido,3,7373
191044,individual,2,15035
191045,individual,4,2470
191046,individual,3,18074
191047,compartido,1,13065
191048,individual,3,1824
191049,compartido,4,3722
191050,compartido,4,9040
191051,compartido,2,2668
191052,compartido,3,10212
191053,individual,4,9934
191054,compartido,4,9956
191055,individual,4,14245
191056,compartido,2,17707
191057,individual,4,7997
191058,individual,4,18529
191059,compartido,4,17925
191060,compartido,4,11033
191061,individual,2,8671
191062,individual,4,6373
191063,individual,2,11541
191064,individual,1,7086
191065,individual,1,19318
191066,individual,1,3941
191067,individual,2,19224
191068,compartido,4,2354
191069,compartido,1,12333
191070,individual,4,10070
191071,compartido,1,4260
191072,individual,2,6392
191073,individual,3,14302
191074,compartido,2,18578
191075,individual,1,3050
191076,individual,4,19834
191077,compartido,1,4779
191078,compartido,3,786
191079,individual,3,7758
191080,individual,3,19206
191081,individual,1,5712
191082,individual,4,8716
191083,individual,3,6585
191084,individual,1,10366
191085,individual,1,14019
191086,individual,4,11600
191087,compartido,1,3889
191088,compartido,2,6844
191089,individual,4,11001
191090,individual,4,10002
191091,individual,4,17429
191092,individual,2,13696
191093,compartido,3,13783
191094,compartido,2,6637
191095,individual,1,1274
191096,individual,1,14410
191097,compartido,4,17953
191098,individual,4,8708
191099,individual,2,19967
191100,compartido,1,16182
191101,individual,2,6011
191102,individual,3,17745
191103,compartido,3,5184
191104,compartido,3,19562
191105,individual,1,793
191106,individual,3,7785
191107,compartido,3,2259
191108,compartido,2,7093
191109,compartido,4,14502
191110,individual,3,19952
191111,compartido,2,8292
191112,individual,4,9067
191113,individual,2,15414
191114,compartido,4,9436
191115,compartido,3,11522
191116,compartido,2,13665
191117,individual,1,13946
191118,compartido,2,502
191119,individual,1,17707
191120,individual,2,6732
191121,compartido,4,16947
191122,individual,2,6357
191123,compartido,1,4119
191124,individual,4,15922
191125,individual,1,127
191126,compartido,2,7534
191127,compartido,1,5389
191128,individual,4,3844
191129,individual,2,958
191130,individual,4,18106
191131,compartido,2,6232
191132,individual,2,516
191133,compartido,2,6783
191134,compartido,2,9934
191135,individual,3,128
191136,individual,2,13272
191137,compartido,2,19838
191138,compartido,4,4767
191139,individual,1,12003
191140,individual,1,2705
191141,individual,1,12229
191142,individual,4,14967
191143,compartido,2,17446
191144,compartido,2,16234
191145,individual,4,12548
191146,individual,3,17547
191147,compartido,4,8514
191148,individual,4,11873
191149,individual,3,4357
191150,individual,3,16899
191151,individual,4,10485
191152,individual,1,13361
191153,individual,3,12826
191154,compartido,3,251
191155,individual,3,6333
191156,individual,1,4143
191157,compartido,3,14
191158,individual,4,5635
191159,individual,3,7883
191160,individual,3,3661
191161,compartido,4,8290
191162,individual,3,8367
191163,compartido,3,12718
191164,compartido,1,8435
191165,individual,3,14304
191166,compartido,3,10314
191167,compartido,4,12115
191168,compartido,2,14034
191169,individual,1,8384
191170,individual,4,11207
191171,compartido,2,4296
191172,individual,2,8500
191173,individual,1,3899
191174,individual,1,4249
191175,individual,4,14689
191176,individual,3,17380
191177,individual,2,18412
191178,compartido,3,1230
191179,individual,1,14060
191180,individual,4,1774
191181,individual,3,13975
191182,compartido,4,16271
191183,individual,3,14253
191184,individual,1,3105
191185,compartido,2,12528
191186,compartido,2,16832
191187,compartido,2,12983
191188,compartido,3,16797
191189,individual,1,180
191190,compartido,3,11915
191191,individual,2,14709
191192,individual,2,15782
191193,compartido,4,19252
191194,compartido,1,10634
191195,compartido,2,19215
191196,individual,1,2749
191197,individual,2,13800
191198,compartido,4,17687
191199,compartido,1,10274
191200,individual,2,2003
191201,compartido,4,18031
191202,individual,4,15758
191203,compartido,4,14101
191204,compartido,4,1305
191205,individual,1,2120
191206,compartido,2,4339
191207,compartido,3,17388
191208,individual,3,18362
191209,individual,1,13447
191210,individual,4,16750
191211,individual,4,19686
191212,compartido,1,17906
191213,individual,4,9453
191214,compartido,1,19980
191215,individual,3,921
191216,individual,4,7614
191217,individual,3,19377
191218,individual,3,4459
191219,compartido,3,2919
191220,individual,3,10452
191221,compartido,2,8393
191222,compartido,1,13924
191223,compartido,2,5486
191224,individual,3,257
